#,Número de artículo,Descripción del artículo,En stock,Último precio de compra,Ubicacion
2427,R002416,"Racor rápido Roscado de 1/2""  x 8 mm",20.0000,21.205500,
2428,R002417,Racor Rapido en Y 10 mm,10.0000,16.071000,
2429,R002418,Racor Rapido en Y 12 mm,10.0000,17.411000,
2430,R002419,"Racor rápido Roscado en L de 1/4""  x 12 mm",10.0000,22.188000,
2431,R002420,"Racor rápido Roscado en L de 1/2""  x 8 mm",10.0000,22.321000,
2432,R002421,Guantes de cuero manga corta talla L,0.0000,0.000000,
2433,R002422,Square Spray Chamber; LDJZJ0027; P1110220,7.0000,240.000000,
2434,R002423,"conector de filtro de mariposa para filtro 1/4""; Leadjet",15.0000,1.000000,
2435,R002424,Esclusa 35150 ; rotor Ø 100/6.,1.0000,"8,320.870000",
2436,R002425,Rectangular flangin mod; Ishin rectangular,0.0000,"2,795.750000",
2437,R002426,faja verde 5350 x 90 x 3; banda salida CNC 3,1.0000,875.890000,
2438,R002427,Guantes anticorte talla S,48.0000,71.428500,
2439,r002428,Ventosa ZP50CN Slitter 610,15.0000,5.400000,
2440,r002429,Generador de vacio FESTO VADMI-95 162508 Slitter 610,1.0000,83.000000,
2441,r002430,Sello 125x112x9 CNC3,2.0000,3.000000,
2442,r002431,Sellos 28x20x5 CNC3,2.0000,3.000000,
2443,r002432,Sensor PSE17-5DN,2.0000,10.593000,
2444,r002433,Cilindro SDA25x20,2.0000,19.815000,
2445,r002434,Cilindro SDA25x30,2.0000,20.015000,E1.2
2446,r002435,Cilindro SDAJ 100x30 -30,1.0000,67.900000,
2447,r002436,Ventosa silicon rojo DP50 (Ishin HG-35),10.0000,1.349000,
2448,r002437,Cilindro SDA100x35,1.0000,38.090000,
2449,r002438,Cilindro TN16x30S,2.0000,13.275000,
2450,R002439,"Válvula solenoide 3/8"" 2/2 24 VAC; normalmente cerrada",1.0000,"1,607.140000",
2451,R002440,"manguera hidraulica de 3/8"" con conectores hembra flare giratorios de 5/8"", 4000 psi; 8 metros de largo",3.0000,725.293333,
2452,R002441,Mascarilla/respidardor descartable KN95 con Válvula,10.0000,7.143000,
2453,R002442,faja trapecial S7370,2.0000,23.215000,
2454,R002443,Cojinete cónico de rodillos cilindricos 30204,1.0000,66.960000,
2455,R002444,Faja Trapezial FM-24,1.0000,22.410000,
2456,R002445,"Cilindro MAL 25 x 25 doble efecto conexiones 1/8""; montaje en Horquilla",2.0000,133.930000,
2457,R002446,Barra roleadora SMART120 (BestMetal),1.0000,350.000000,
2458,R002447,"Faja Plana de 25.4 mm x 3,830 mm x 3 mm, Barnizadora Litografía",5.0000,313.394000,
2459,R002448,"Faja plana 25.4 mm x 1600 mm x 3 mm vulcanizada, para Barnizadora de Litografía",5.0000,200.894000,
2460,r002449,Sensor inductivo LJ12A3-4-Z/CX (4hilos NPN NC+NO),2.0000,2.653333,
2461,r002450,Sensor inductivo LJ12A3-4Z/DX (2hilos DC6-36v NC),2.0000,2.655000,
2462,r002451,Sensor inductivo LJ12A3-4-Z/CX (2 hilos DC6-36v NC),2.0000,3.190000,
2463,r002452,"Electro válvula 2w-040-10 DC 24v (3/8"")",2.0000,15.720000,
2464,r002453,"Llave neumatica 1/8"" HSV-06",3.0000,2.940000,
2465,r002454,Pedal neumatico FV420,1.0000,7.150000,
2466,R002455,Retenedor 25 x 40 x 7,2.0000,40.180000,
2467,R002456,regulador neumatico para manguera de 4 mm de rosca 4 mm (3/16 mm),0.0000,0.000000,
2468,R002457,Faja 2250x50x3 mm con grapas,1.0000,498.210000,
2469,R002458,"Faja 12,430x50x2 mm",1.0000,669.640000,
2470,R002459,filtro para mascarilla multigas EN14387:2004 + A1:2008,6.0000,129.463333,
2471,R002460,"banda transportadora 11,450 x 100 x 3 mm; elevador SMAG",3.0000,"1,473.210000",
2472,R002461,"Banda Transportadora 7,700 x 840 x 3 mm; elevador Bliss",1.0000,"2,455.360000",
2473,R002462,Cilindro MAL 20 X 25 (MAY20 X 25),3.0000,151.785000,
2474,R002463,Metro de tubo de cobre de 4 mm,1.0000,16.610000,
2475,R002464,"Racor rápido roscado en T de 1/4"" x 12 mm",0.0000,0.000000,
2476,R002465,Resorte a compresión: Øe 13 mm; Øi 11 mm; Øal: 1 mm; paso: 10 mm. (chichera),10.0000,22.321000,
2477,R002466,Abrazadera de cincho de 7/13 mm,0.0000,0.000000,
2478,R002467,Faja en V SPZ 1250 LW; (Bibra),2.0000,219.645000,
2479,R002468,Faja Trapecial B1900LI,7.0000,232.142500,
2480,R002469,"Faja tangencial 3830 mm x 25.4 x 36 mm, Barnizadora Litografia",0.0000,0.000000,
2481,R002470,Faja tangencial 4490 mm x 25 mm x 3 mm,2.0000,388.395000,
2482,R002471,Faja tangencial 1665 mm x 27.4 mm x 3 mm,4.0000,232.140000,
2483,R002472,Faja tangencial 4490 mm x 25 mm x 3 mm,0.0000,0.000000,
2484,R002473,Cilindro neumatico ADVC-16-5-I-P,3.0000,18.460000,
2485,R002474,Unión Racor 6 mm,6.0000,5.893333,
2486,R002476,Unión Racor de 10 mm,10.0000,10.715000,
2487,R002477,"Tee HG 2""",5.0000,33.930000,
2488,R002478,"Cruz HG 1/4""",5.0000,16.964000,
2489,R002479,"Codo 90° 1/4"" inoxidable, hembra-hembra",3.0000,7.140000,
2490,R002480,"Regulador roscado en ""L"" de 5 mm x 4 mm, pincel Smag",6.0000,66.965000,
2491,R002481,"Niple de 1/4"" x 5"" HG",2.0000,15.305000,
2492,R002482,"Codo 90° 1/4"" inox, hembra-hembra",0.0000,0.000000,
2493,R002483,"niple de inox de 1/4"" x 4""",1.0000,13.390000,
2494,R002484,Faja trapecial B2134Li (B-84),2.0000,98.215000,
2495,R002485,Faja  3VX560 dentada trapecial,2.0000,241.070000,
2496,R002488,Trampa de agua de balde invertido para linea de aire,8.0000,22.125000,
2497,R002489,"Manómetro para nitrógeno Bibra (0-3000 psi) conexión 1/8""",0.0000,0.000000,
2498,R002490,trampa de agua de flotador de bola para linea de aire comprimido,6.0000,30.156667,
2499,R002491,Faja trapecial FM-32,4.0000,26.785000,
2500,R002493,"Conector para manguera bronce 1/4"" x 1/4""",5.0000,9.822000,
2501,R002494,Retenedor 22 x 42 x 11,5.0000,4.400000,
2502,R002495,Faja Trapecial A-65,3.0000,44.553333,
2503,R002496,Manguera Transparente de 14 mm (horno Ishin),12.0000,16.517500,
2504,R002497,Cilindro CDM2E 20-100; Ø: 20 mm; carrera: 100 mm,0.0000,0.000000,
2505,S-0004,SERVICIO FLETE IMPORTACION,0.0000,"1,161.700000",
2506,T000001,"Acero Inoxidable 420 Ø4""",0.0000,0.000000,
2507,T000002,Borneras desmontables a 90° de 2 contactos,0.0000,0.000000,
2508,T000003,Borneras desmontables a 90° de 3 contactos,0.0000,0.000000,
2509,T000004,Borneras desmontables a 90° de 4 contactos,0.0000,0.000000,
2510,T000005,Borneras desmontables a 90° de 5 contactos,0.0000,0.000000,
2511,T000006,Transistor TIP31,0.0000,0.000000,
2512,T000007,Resistencia 1k Ohm a 1 Watt,0.0000,0.000000,
2513,T000008,Resistencia 10k Ohm a 1 Watt,0.0000,0.000000,
2514,T000009,Resistencia 1k Ohm a 1/2 Watt,0.0000,0.000000,
2515,T000010,Resistencia 10k Ohm a 1 /2Watt,0.0000,0.000000,
2516,T000011,Diodo Zener 5V y 1 Watt,0.0000,0.000000,
2517,T000012,Bases para circuito integrado de 6 pines,0.0000,0.000000,
2518,T000013,Tira de pinhead macho de 40 pines,0.0000,0.000000,
2519,T000014,Tira de pinhead hembra de 40 pines,0.0000,0.000000,
2520,T000015,Resistencia de 50k Ohm a 1/4 Watt,0.0000,0.000000,
2521,T000016,Barra de acero corriente Ø170mm,0.0000,0.000000,
2522,T000017,"Resortes a compresión Øexterior = 12mm, Øalambre=1.6mm, Paso=4mm, Largo=40mm",0.0000,0.000000,
2523,T000018,"Barra de acero O1 Ø3-1/4""",0.0000,0.000000,
2524,T000019,"Fresa plana de 4 filos Ø10mm, vástago de 1/2"" HSS",0.0000,0.000000,
2525,T000020,"Fresa plana de 4 filos Ø12mm, vástago de 1/2"" HSS",0.0000,0.000000,
2526,T000021,"Fresa plana de 4 filos Ø14mm, vástago de 1/2"" HSS",0.0000,0.000000,
2527,T000022,"Fresa plana de 4 filos Ø16mm, vástago de 5/8"" HSS",0.0000,0.000000,
2528,T000023,"Barra cuadrada de acero inoxidable de 2""",0.0000,0.000000,
2529,T000024,"Barra cuadrada de acero inoxidable de 1-1/2""",0.0000,0.000000,
2530,T000025,"Barra perforada de acero corriente Øexterior= 7"", Øagujero= Menor a 4""",0.0000,0.000000,
2531,T000026,"Barra de acero D2 Ø3-3/4""",0.0000,0.000000,Taller
2532,T000027,Barra de Delrin Ø180mm,0.0000,0.000000,Taller
2533,T000028,"Acero D2 Ø9""",0.0000,0.000000,
2534,T000029,"Acero O1 Ø8""",0.0000,0.000000,
2535,T000030,Barra de acero O1 Ø170 mm,0.0000,0.000000,
2536,T000031,"Barra de acero O1 Ø6-1/2""",0.0000,0.000000,
2537,T000032,"Barra de acero corriente Ø4-3/4""",0.0000,0.000000,
2538,T000033,"Terraja Ø3/4"" UNC para maneral de 1-1/2""",0.0000,0.000000,Armario de proyectos
2539,T000034,"Terraja Ø1/2"" UNC para maneral de 1""",0.0000,0.000000,Armario de proyectos
2540,T000035,"Barra de acero cold rolled Ø2-1/2"" x 65"" de largo Superficie pulida",0.0000,0.000000,
2541,T000036,"Barra de acero corriente Ø4""",0.0000,0.000000,
2542,T000037,"Barra de Delrin Ø3""",0.0000,0.000000,
2543,T000038,Barra de acero corriente Ø150mm,0.0000,0.000000,
2544,T000039,"Platina de acero corriente 3/4"" x 2-1/2""",0.0000,0.000000,
2545,T000040,"Perfil hembra de acero inoxidable 3"" x 1/8""",0.0000,0.000000,
