#,Número de artículo,Descripción del artículo,En stock,Último precio de compra,Ubicacion
1,M002150,Faja A - 125,0.0000,0.000000,
2,M002171,"Resorte a compresión Øe: 12.5mm, Øa: 3mm Paso: 4mm Distancia entre espiras=1mm Largo=110mm",0.0000,0.000000,
3,P000001,"TAPON LISO PVC 3/4"" MACHO",0.0000,0.000000,
4,P000002,PEGAMENTO WET&DRY COLOR AZUL USO PVC,0.0000,0.000000,
5,P000003,KIT PEGAMENTO EPOXI PEGATANKE TRANSP. 32 CC,0.0000,0.000000,
6,P000004,POXILINA 70 gms,0.0000,0.000000,
7,P000005,"BARRA ROSCADA 5/16"" X 36"" GALVANIZADA",0.0000,0.000000,
8,P000006,"TUERCA HEXAGONAL P/TORNILLO 5/16"" GALVANIZADA",0.0000,0.000000,
9,P000007,"ROLDANA P/TORNILLO 5/16"" GALVANIZADA",0.0000,0.000000,
10,P000008,Sikadur 32 Primer (1 Kg),1.0000,228.530000,
11,P000009,ANILLO DE CERA P/SANITARIO UNIVERSAL,0.0000,0.000000,
12,P000010,"UNION EMT LISO C/TORNILLO 1""",0.0000,0.000000,
13,PI23,Pintura blanco hueso RAL1013 para Máquinas,5.0000,235.710000,
14,R000001,usar con codigo nuevo,0.0000,0.000000,
15,R000002,Resorte Øa: 11; Øi: 47; Øe: 70; L: 440; ; paso 22 mm,1.0000,0.000000,E1.0
16,R000003,Resorte 60 x 75 x 400 x 9 x 19,1.0000,0.000000,E1.0
17,R000004,Starter Komatsu,1.0000,0.000000,E1.0
18,R000005,Starter modelo 169924,1.0000,0.000000,E1.0
19,R000006,Resorte 33 x 50 x 230 x 8 x 19,3.0000,0.000000,E1.0
20,R000007,Resorte 30 x 41 x 315 x 5 x 19,5.0000,0.000000,E1.0
21,R000008,Corredera automáticas para portones marca profesional modelo 370,2.0000,0.000000,E1.1
22,R000009,Corredera automáticas para portones marca profesional modelo IZ – I,2.0000,0.000000,E1.1
23,R000010,Camisas antiguas para chichera 08/10/2003,2.0000,0.000000,E1.2
24,R000011,Cilindro ADVU-16-15-A-P-A,0.0000,0.000000,E1.2
25,R000012,Cilindro CDM2B25-50A,12.0000,22.876667,E1.2
26,R000013,Cilindro CDM2E20-150,3.0000,0.000000,E1.2
27,R000014,Cilindro DPZ-16-40-P-A-KF,0.0000,0.000000,E1.2
28,R000015,Cilindro DPZ-25-50-P-A-KF,0.0000,0.000000,E1.2
29,R000016,Cilindro MCSM16150,2.0000,0.000000,E1.2
30,R000017,Cilindro SC80X75-S,1.0000,0.000000,E1.2
31,R000018,Cilindro SDA32X25,0.0000,0.000000,E1.2
32,R000019,Cilindro SDAS25X5,1.0000,0.000000,E1.2
33,R000020,Cilindro SDA20X10,1.0000,0.000000,E1.2
34,R000021,Cilindro MXS6-50AT,0.0000,0.000000,E1.2
35,R000022,Cilindro MAL32X150,0.0000,0.000000,E1.2
36,R000023,Cilindro C85N 20X10-B,2.0000,0.000000,E1.2
37,R000024,Drenador de agua,0.0000,0.000000,E1.2
38,R000025,Filtro con regulador de aire de 1/2” BFR4000D,8.0000,480.358000,E1.2
39,R000026,Filtro con regulador de aire de 1/4” BFR200D,6.0000,308.928000,E1.2
40,R000027,Filtro para aire conexión de 1/2” BF4000D,4.0000,0.000000,E1.2
41,R000028,Filtro para aire conexión de 1/4” AEF -2000-T,2.0000,0.000000,E1.2
42,R000029,Lubricador conexión de 1/2” BL4000,5.0000,383.930000,E1.2
43,R000030,Lubricador conexión de 3/8”,0.0000,0.000000,E1.2
44,R000031,Lubricador conexión de 1/4” BL2000,4.0000,312.500000,E1.2
45,R000032,"Manómetro 0 – 4 BAR, Caratula de 40 mm, conexión posterior de 1/8”",2.0000,0.000000,E1.2
46,R000033,"Manómetro 0 a 16 BAR, caratula 2”, conexión de 1/4” posterior",2.0000,0.000000,E1.2
47,R000034,"Manómetro 0 a 20 PSI, caratula 2 1/2”, conexión de 1/4” posterior",10.0000,0.000000,E1.2
48,R000035,Regulador de aire de 1” JAR-5000-10,3.0000,0.000000,E1.2
49,R000036,Regulador de aire de 1/2” BER-4000-T,3.0000,355.360000,E1.2
50,R000037,Regulador de aire de 1/4” AER20005-T / BR20002T,3.0000,223.213333,E1.2
51,R000038,Regulador de aire de 1/8” AER2000,2.0000,0.000000,E1.2
52,R000039,Regulador de caudal 1/8”. 0 -30 L/Min,1.0000,0.000000,E1.2
53,R000040,Rotula 1010/M10x1.25,5.0000,0.000000,E1.2
54,R000041,Trampa de agua de cubeta invertida,14.0000,65.830000,E1.2
55,R000042,Unidad de mantenimiento de aire de 1/2” BFC4000D5-T,10.0000,606.250000,E1.2
56,R000043,Unidad de mantenimiento de aire de 1/4” BEFC2000D5-T,15.0000,401.786000,E1.2
57,R000044,Abrazadera de cincho de 19/44 mm,14.0000,11.905000,E1.3 - 01
58,R000045,Abrazadera de cincho de 40/64 mm,13.0000,12.500000,E1.3 - 01
59,R000046,Abrazadera de cincho de 29/76 mm,10.0000,0.000000,E1.3 - 01
60,R000047,Abrazadera de cincho de 17/32 mm,19.0000,3.348000,E1.3 - 01
61,R000048,"Abrazadera de cincho para manguera de 1""  (18/38 mm)",14.0000,11.905000,E1.3 - 01
62,R000049,Abrazadera de cincho de 25/51 mm,29.0000,5.446400,E1.3 - 01
63,R000050,Abrazadera de cincho de 10/25 mm,40.0000,1.785500,E1.3 - 01
64,R000051,"Abrazadera de cincho para manguera de 1/2 "" (7/13 mm)",42.0000,1.339500,E1.3 - 01
65,R000052,Abrazadera de cincho de 1/4”,37.0000,1.339500,E1.3 - 01
66,R000053,Abrazadera de cincho de 10-20”,0.0000,0.000000,E1.3 - 01
67,R000054,Anillo o cono de compresión para tubo de 1/4”,5.0000,0.000000,E1.3 - 02
68,R000055,Anillo o cono de compresión para tubo de 1/8”,80.0000,0.000000,E1.3 - 02
69,R000056,Anillo o cono de compresión para tubo de 3/16”,25.0000,0.000000,E1.3 - 02
70,R000057,Anillo o cono de compresión para tubo de 3/8”,5.0000,0.000000,E1.3 - 02
71,R000058,Anillo o cono de compresión para tubo de 4 mm,20.0000,0.000000,E1.3 - 02
72,R000059,Anillo o cono de compresión para tubo de 8 mm,11.0000,0.000000,E1.3 - 02
73,R000060,Boquilla para pistola de aire,3.0000,0.000000,E1.3 - 02
74,R000061,Boquilla recta de 1/8”,3.0000,0.000000,E1.3 - 02
75,R000062,Centro para manguera de 2 mm,25.0000,0.000000,E1.3 - 02
76,R000063,Centro para manguera de 3 mm,20.0000,0.000000,E1.3 - 02
77,R000064,Centro para manguera de 4 mm,6.0000,0.000000,E1.3 - 02
78,R000065,Centro para manguera de 6 mm,6.0000,0.000000,E1.3 - 02
79,R000066,Codo macho a 90º de bronce de 1/8” para tubo de 3/8”,0.0000,0.000000,E1.3 - 02
80,R000067,Conector rápido para manguera hembra,1.0000,0.000000,E1.3 - 02
81,R000068,Grasera 90º de 1/4”,1.0000,0.000000,E1.3 - 02
82,R000069,Grasera 90º de 3/32”,0.0000,0.000000,E1.3 - 02
83,R000070,Grasera recta de 1/8”,15.0000,0.000000,E1.3 - 02
84,R000071,Grasera 90º de 1/8”,15.0000,6.874667,E1.3 - 02
85,R000072,Grasera recta de 1/4”,5.0000,0.000000,E1.3 - 02
86,R000073,Grasera recta de 1/2”,2.0000,0.000000,E1.3 - 02
87,R000074,Grasera 90º de 1/2”,2.0000,0.000000,E1.3 - 02
88,R000075,Silenciador para aire de 1”; Bronce,0.0000,0.000000,E1.3 - 02
89,R000076,Silenciador para aire de 1/4”; Bronce,15.0000,12.366000,E1.3 - 02
90,R000077,Silenciador para aire de 1/4” con regulador; Bronce,24.0000,21.875000,E1.3 - 02
91,R000078,Silenciador para aire de 1/8”; Bronce,10.0000,10.580000,E1.3 - 02
92,R000079,Silenciador para aire de 1/8” con regulador; Bronce,17.0000,19.643000,E1.3 - 02
93,R000080,Tuerca de compresión tubo  3/8” rosca M14,3.0000,0.000000,E1.3 - 02
94,R000081,Tuerca de compresión tubo 1/4” rosca M10,48.0000,0.000000,E1.3 - 02
95,R000082,Tuerca de compresión tubo 1/8” rosca M6,20.0000,0.000000,E1.3 - 02
96,R000083,Tuerca de compresión tubo 3/16” rosca M8,15.0000,0.000000,E1.3 - 02
97,R000084,Tuerca de compresión tubo 8mm rosca M12,5.0000,0.000000,E1.3 - 02
98,R000085,Válvula de escape rápido de 1/4”,2.0000,0.000000,E1.3 - 02
99,R000086,Conector para manguera bronce 1/2” x 3/4”,3.0000,0.000000,E1.3 - 03
100,R000087,Conector para manguera bronce 1/2” x 1/2”,12.0000,25.714000,E1.3 - 03
101,R000088,Conector para manguera bronce 1/2” x 1/4”,8.0000,26.428000,E1.3 - 03
102,R000089,Conector para manguera bronce 1/2” x 3/8”,6.0000,19.286000,E1.3 - 03
103,R000090,Conector para manguera bronce 1/4” x 1/2”,18.0000,12.590000,E1.3 - 03
104,R000091,Conector para manguera 1/4” x 1/4” a 90ª,6.0000,0.000000,E1.3 - 03
105,R000092,Conector para manguera bronce 1/4” x 1/8”,3.0000,0.000000,E1.3 - 03
106,R000093,Conector para manguera bronce 1/4” x 3/8”,20.0000,11.786000,E1.3 - 03
107,R000094,Conector para manguera bronce 1/8” x 1/4”,18.0000,0.000000,E1.3 - 03
108,R000095,Conector para manguera  bronce 1/8” x 1/8”,10.0000,0.000000,E1.3 - 03
109,R000096,"Conector para manguera 3/32"""" x 4 mm macho""",0.0000,0.000000,E1.3 - 03
110,R000097,Conector para manguera bronce 3/4” x 1/2”,5.0000,25.224000,E1.3 - 03
111,R000098,Conector para manguera bronce 3/8” x 1/2”,4.0000,0.000000,E1.3 - 03
112,R000099,Conector para manguera bronce 3/8” x 1/4”,2.0000,0.000000,E1.3 - 03
113,R000100,Conector para manguera bronce 3/8” x 1/8”,5.0000,15.176000,E1.3 - 03
114,R000101,Conector rápido para manguera 1/4” x 1/4”,0.0000,0.000000,E1.3 - 03
115,R000102,Conector rápido para manguera 1/8” x 1/4”,2.0000,0.000000,E1.3 - 03
116,R000103,Conector rápido para manguera 3/8” hembra x 1/4”,2.0000,0.000000,E1.3 - 03
117,R000104,Codo 90º de 1/4” de acero inoxidable,1.0000,0.000000,E1.3 - 04
118,R000105,Conector para manguera de 1/2” x rosca 1/4” de acero inoxidable,14.0000,0.000000,E1.3 - 04
119,R000106,Conector para manguera de 1/2” x rosca 3/8” de acero inoxidable,0.0000,0.000000,E1.3 - 04
120,R000107,Conector para manguera de 3/8” x rosca 1/2” de acero inoxidable,0.0000,0.000000,E1.3 - 04
121,R000108,Niple rosca corrida de 1/4” de acero inoxidable,8.0000,0.000000,E1.3 - 04
122,R000109,Niple rosca corrida de 3/8” de acero inoxidable,0.0000,0.000000,E1.3 - 04
123,R000110,Te de 1/4” de acero inoxidable,2.0000,0.000000,E1.3 - 04
124,R000111,Te de acero inoxidable de 1/2”,1.0000,0.000000,E1.3 - 04
125,R000112,Niple Hexagonal de acero inoxidable de 1/2”,0.0000,0.000000,E1.3 - 04
126,R000113,Niple bushing de acero inoxidable de 1” a 1/2”,0.0000,0.000000,E1.3 - 04
127,R000114,Tee de acero inoxidable de 1”,0.0000,0.000000,E1.3 - 04
128,R000115,Niple hexagonal de 1/2” a 1/4”,4.0000,0.000000,E1.3 - 05
129,R000116,Niple hexagonal de 1/2” a 3/8”,2.0000,0.000000,E1.3 - 05
130,R000117,Niple hexagonal de 1/4” a 1/8”,5.0000,0.000000,E1.3 - 05
131,R000118,Niple hexagonal de 3/4” a 1/2”,9.0000,0.000000,E1.3 - 05
132,R000119,Niple hexagonal de 3/8” a 1/4”,15.0000,0.000000,E1.3 - 05
133,R000120,Niple hexagonal de 3/8” a 1/8”,8.0000,0.000000,E1.3 - 05
134,R000121,Reducidor bushing de 1” a 3/4”,1.0000,0.000000,E1.3 - 05
135,R000122,Reducidor bushing de 1/2” a 1/4”,9.0000,20.626000,E1.3 - 05
136,R000123,Reducidor bushing de 1/2” a 1/8”,10.0000,3.820000,E1.3 - 05
137,R000124,Reducidor bushing de 1/4” a 1/8,3.0000,17.410000,E1.3 - 05
138,R000125,Reducidor bushing de 3/4” a 1/2”,8.0000,0.000000,E1.3 - 05
139,R000126,Reducidor bushing de 3/4” a 1/4”,10.0000,0.000000,E1.3 - 05
140,R000127,Reducidor bushing de 3/4” a 3/8”,9.0000,0.000000,E1.3 - 05
141,R000128,Reducidor bushing de 3/8” a 1/4”,15.0000,0.000000,E1.3 - 05
142,R000129,Reducidor bushing de 3/8” a 1/8”,9.0000,0.000000,E1.3 - 05
143,R000130,Reducidor hembra de 1/2” a 1/4”,6.0000,0.000000,E1.3 - 05
144,R000131,Reducidor hembra de 1/4” a 1/8”,8.0000,0.000000,E1.3 - 05
145,R000132,Reducidor hembra de 1/4” a macho de 1/8”,6.0000,0.000000,E1.3 - 05
146,R000133,Reducidor hembra de 3/4” a 1/2”,8.0000,0.000000,E1.3 - 05
147,R000134,Reducidor hembra de 3/8” a 1/4”,8.0000,0.000000,E1.3 - 05
148,R000135,Reducidor hembra de 3/8” a 1/8”,10.0000,0.000000,E1.3 - 05
149,R000136,Cadena de rodillos doble 06B (pies),10.0000,0.000000,E1.3 - 07
150,R000137,Unión para cadena de No. 35,22.0000,0.000000,E1.3 - 07
151,R000138,Unión para cadena de rodillo tipo medio eslabón ANSI 40 – 1,11.0000,0.000000,E1.3 - 07
152,R000139,Unión para cadena de rodillos doble 06B,1.0000,0.000000,E1.3 - 07
153,R000140,Unión para cadena No. 40,20.0000,2.678667,E1.3 - 07
154,R000141,Codo a 90º de 1/4” hembra x 1/8” macho,4.0000,0.000000,E1.3 - 08
155,R000142,Codo a 90º de bronce de 1/2” Hembra,1.0000,0.000000,E1.3 - 08
156,R000143,Codo a 90º de bronce de 1/2” Macho,2.0000,0.000000,E1.3 - 08
157,R000144,Codo a 90º de bronce de 1/4” Hembra,8.0000,29.910000,E1.3 - 08
158,R000145,Codo a 90º de bronce de 1/4” Macho,4.0000,0.000000,E1.3 - 08
159,R000146,Racor rápido roscado de 1/2” x 10 mm,35.0000,17.813000,E1.3 - 10
160,R000147,Codo a 90º de bronce de 1/8” Hembra,7.0000,23.304000,E1.3 - 08
161,R000148,Codo a 90º de bronce de 1/8” Hembra – Macho,0.0000,0.000000,E1.3 - 08
162,R000149,Codo a 90º de bronce de 1/8” Macho,5.0000,0.000000,E1.3 - 08
163,R000150,Codo a 90º de bronce de 1/8” para tubing de 3/8”,4.0000,0.000000,E1.3 - 08
164,R000151,Codo a 90º de bronce de 3/8” Hembra,2.0000,0.000000,E1.3 - 08
165,R000152,Codo a 90º de bronce de 3/8” Macho,2.0000,0.000000,E1.3 - 08
166,R000153,"Reducidor de campana 2” a 1/2"""" HG""",5.0000,0.000000,E1.3 - 08
167,R000154,T de bronce de 1/4”,9.0000,0.000000,E1.3 - 08
168,R000155,T de bronce de 1/8”,1.0000,0.000000,E1.3 - 08
169,R000156,Tapón macho de 1/2”,6.0000,2.768333,E1.3 - 08
170,R000157,Tapón macho de 1/4”,15.0000,14.285000,E1.3 - 08
171,R000158,Tapón macho de 1/8”,10.0000,8.929000,E1.3 - 08
172,R000159,Tapón macho de 3/4”,0.0000,0.000000,E1.3 - 08
173,R000160,Tapón macho de 3/8”,14.0000,0.000000,E1.3 - 08
174,R000161,Tuerca unión de 1/4”,0.0000,0.000000,E1.3 - 08
175,R000162,Tuerca unión de 1/8”,0.0000,0.000000,E1.3 - 08
176,R000163,Niple de bronce de 1/2” x 2”,10.0000,47.616000,E1.3 - 09
177,R000164,Niple de bronce de 1/4” x 1 1/2”,6.0000,6.060000,E1.3 - 09
178,R000165,Niple de bronce de 1/4” x 2”,3.0000,0.000000,E1.3 - 09
179,R000166,Niple de bronce de 1/8” x 1 1/2”,6.0000,0.000000,E1.3 - 09
180,R000167,Niple de bronce de 1/8” x 2”,3.0000,0.000000,E1.3 - 09
181,R000168,Niple de bronce de 3/8” x 1 1/2”,10.0000,0.000000,E1.3 - 09
182,R000169,Niple de bronce de 3/8” x 2”,0.0000,0.000000,E1.3 - 09
183,R000170,Niple hexagonal de 1/2”,20.0000,0.000000,E1.3 - 09
184,R000171,Niple hexagonal de 1/4” HG,13.0000,10.571667,E1.3 - 09
185,R000172,Niple hexagonal de 1/8”,4.0000,0.000000,E1.3 - 09
186,R000173,Niple hexagonal de 3/8”,5.0000,0.000000,E1.3 - 09
187,R000174,Niple rosca corrida de bronce de 1/2”,3.0000,0.000000,E1.3 - 09
188,R000175,Niple rosca corrida de bronce de 1/4”,0.0000,0.000000,E1.3 - 09
189,R000176,Niple rosca corrida de bronce de 1/8”,1.0000,0.000000,E1.3 - 09
190,R000177,Racor rápido roscado de 1/16” x 04 mm,12.0000,0.000000,E1.3 - 10
191,R000178,Racor rápido roscado de 1/16” x 06 mm,3.0000,0.000000,E1.3 - 10
192,R000179,Racor rápido roscado de 1/2” x 06 mm,10.0000,1.446000,E1.3 - 10
193,R000180,Racor rápido roscado de 1/2” x 1/2”,9.0000,0.000000,E1.3 - 10
194,R000181,Racor rápido roscado de 1/2” x 12 mm,34.0000,17.813000,E1.3 - 10
195,R000182,Racor rápido roscado de 1/2” x 16 MM,16.0000,1.583000,E1.3 - 10
196,R000183,Racor rápido roscado de 1/4” x 04 mm,27.0000,1.130000,E1.3 - 10
197,R000184,Racor rápido roscado de 1/4” x 06 mm,17.0000,0.000000,E1.3 - 10
198,R000185,Racor rápido roscado de 1/4” x 08 mm,59.0000,6.384000,E1.3 - 10
199,R000186,Racor rápido roscado de 1/4” x 1/4”,2.0000,0.000000,E1.3 - 10
200,R000187,Racor rápido roscado de 1/4” x 10 mm,9.0000,0.000000,E1.3 - 10
201,R000188,Racor rápido roscado de 1/4” x 12 MM,29.0000,17.411000,E1.3 - 10
202,R000189,Racor rápido roscado de 1/8” x 04 mm,20.0000,0.845000,E1.3 - 10
203,R000190,Racor rápido roscado de 1/8” x 06 mm,26.0000,0.877000,E1.3 - 10
204,R000191,Racor rápido roscado de 1/8” x 08 mm,27.0000,0.983000,E1.3 - 10
205,R000192,Racor rápido roscado de 1/8” x 1/4”,12.0000,0.000000,E1.3 - 10
206,R000193,Racor rápido roscado de 1/8” x 1/8”,14.0000,0.000000,E1.3 - 10
207,R000194,Racor rápido roscado de 1/8” x 10 mm,20.0000,0.983000,E1.3 - 10
208,R000195,Racor rápido roscado de 1/8” x 12 mm,19.0000,1.024000,E1.3 - 10
209,R000196,Racor rápido roscado en L de 1/4” x 16 mm,10.0000,0.000000,E1.3 - 11
210,R000197,Racor rápido reductor de 12 mm a 10 mm,3.0000,0.000000,E1.3 - 12
211,R000198,Racor rápido roscado de 1/8” x 5/32”,0.0000,0.000000,E1.3 - 10
212,R000199,Racor rápido roscado de 3/8” x 10 mm,25.0000,2.155000,E1.3 - 10
213,R000200,Racor rápido roscado de 3/8” x 16 mm,10.0000,2.181000,E1.3 - 10
214,R000201,Racor rápido roscado en L de 03 mm x 04 mm,20.0000,31.250000,E1.3 - 11
215,R000202,Racor rápido roscado en L de 03 mm x 06 mm,23.0000,0.000000,E1.3 - 11
216,R000203,Racor rápido roscado en L de 03 mm x 08 mm,10.0000,0.000000,E1.3 - 11
217,R000204,Racor rápido roscado en L de 5 mm x 06 mm Cortos,7.0000,0.000000,E1.3 - 11
218,R000205,Racor rápido roscado en L de 5 mm x 06 mm,9.0000,0.000000,E1.3 - 11
219,R000206,Racor rápido roscado en L de 1/2” x 1/2”,8.0000,0.000000,E1.3 - 11
220,R000207,Racor rápido roscado en L de 1/2” x 10 mm,33.0000,22.321000,E1.3 - 11
221,R000208,Racor rápido roscado en L de 1/2” x 12 mm,29.0000,23.213000,E1.3 - 11
222,R000209,Racor rápido roscado en L de 1/2” x 16 mm,17.0000,2.082000,E1.3 - 11
223,R000210,Racor rápido roscado en L de 1/4” x 06 mm,33.0000,1.395000,E1.3 - 11
224,R000211,Racor rápido roscado en L de 1/4” x 08 mm,44.0000,11.384000,E1.3 - 11
225,R000212,Racor rápido roscado en L de 1/4” x 10 mm,42.0000,15.848000,E1.3 - 11
226,R000213,Racor rápido roscado en L de 1/4” x 12 mm,25.0000,1.362500,E1.3 - 11
227,R000214,Racor rápido roscado en L de 1/4” x 3/8”,11.0000,0.000000,E1.3 - 11
228,R000215,Racor rápido roscado en L de 1/8” x 04 mm,25.0000,0.000000,E1.3 - 11
229,R000216,Racor rápido roscado en L de 1/8” x 06 mm,31.0000,0.935500,E1.3 - 11
230,R000217,Racor rápido roscado en L de 1/8” x 08 mm,23.0000,0.000000,E1.3 - 11
231,R000218,Racor rápido roscado en L de 1/8” x 10 mm,29.0000,1.022000,E1.3 - 11
232,R000219,Racor rápido roscado en L de 1/8” x 12 mm,7.0000,0.000000,E1.3 - 11
233,R000220,Racor rápido roscado en L de 3/8” x 08 mm,8.0000,0.000000,E1.3 - 11
234,R000221,Racor rápido roscado en L de 3/8” x 1/2”,9.0000,0.000000,E1.3 - 11
235,R000222,Racor rápido roscado en L de 3/8” x 10 mm,7.0000,0.000000,E1.3 - 11
236,R000223,Racor rápido roscado en L de 3/8” x 12 mm,4.0000,0.000000,E1.3 - 11
237,R000224,Racor rápido en L de 04 mm,17.0000,0.849000,E1.3 - 12
238,R000225,Racor rápido en L de 06 mm,12.0000,0.871000,E1.3 - 12
239,R000226,Racor rápido en L de 08 mm,16.0000,0.950000,E1.3 - 12
240,R000227,Racor rápido en L de 10 mm,10.0000,1.009000,E1.3 - 12
241,R000228,Racor rápido en L de 12 mm,13.0000,1.089000,E1.3 - 12
242,R000229,Racor rápido en T de 04 mm,12.0000,0.000000,E1.3 - 12
243,R000230,Racor rápido en T de 06 mm,15.0000,0.782000,E1.3 - 12
244,R000231,Racor rápido en T de 08 mm,26.0000,10.268000,E1.3 - 12
245,R000232,Racor rápido en T de 1/8”,12.0000,0.000000,E1.3 - 12
246,R000233,Racor rápido en T de 10 mm,30.0000,10.714000,E1.3 - 12
247,R000234,Racor rápido en T de 12 mm,29.0000,10.714000,E1.3 - 12
248,R000235,Racor rápido en Y de 06 mm,6.0000,0.000000,E1.3 - 12
249,R000236,Racor rápido reductor de 10 mm a 08 mm,1.0000,0.000000,E1.3 - 12
250,R000237,Racor rápido reductor de 06 mm a 04 mm,4.0000,0.000000,E1.3 - 12
251,R000238,Racor rápido reductor de 08 mm a 06 mm,6.0000,0.000000,E1.3 - 12
252,R000239,Unión para manguera de 06 mm,7.0000,0.000000,E1.3 - 12
253,R000240,Unión para manguera de 08 mm,9.0000,0.000000,E1.3 - 12
254,R000241,Unión para manguera de 10 mm,5.0000,0.000000,E1.3 - 12
255,R000242,Válvula regulador racor de 8 mm,8.0000,0.000000,E1.3 - 12
256,R000243,Válvula regulador racor de 6 mm,11.0000,0.000000,E1.3 - 12
257,R000244,Racor rápido roscado en T 1/4” x 06 mm,9.0000,0.000000,E1.3 - 13
258,R000245,Racor rápido roscado en T 1/4” x 10 mm,9.0000,0.000000,E1.3 - 13
259,R000246,Racor rápido roscado en T 1/8” x 06 mm,4.0000,0.000000,E1.3 - 13
260,R000247,Racor rápido roscado en T 1/8” x 08 mm,11.0000,0.000000,E1.3 - 13
261,R000248,Racor rápido roscado en Y 1/4” x 08 mm,4.0000,0.000000,E1.3 - 13
262,R000249,Racor rápido roscado en Y 1/8” x 06 mm,5.0000,0.000000,E1.3 - 13
263,R000250,Regulador roscado en L de 1/4” x 06 mm,14.0000,0.000000,E1.3 - 13
264,R000251,Regulador roscado en L de 1/4” x 08 mm,7.0000,3.612000,E1.3 - 13
265,R000252,Regulador roscado en L de 1/8” x 06 mm,10.0000,0.000000,E1.3 - 13
266,R000253,Regulador roscado en L de 1/8” x 08 mm,7.0000,3.888000,E1.3 - 13
267,R000254,Regulador roscado en L de 3 mm x 06 mm,10.0000,0.000000,E1.3 - 13
268,R000255,Transformador GOLSOURCE 110V – 220V,1.0000,0.000000,E1.4
269,R000256,Variador  PI160 – 1R5G3Z,1.0000,0.000000,E1.4
270,R000257,"Variador AF – 300 MiniDRIVE  2 HP, 230 V 3 PH",1.0000,0.000000,E1.4
271,R000258,"Variador AF – 60 LP 1 HP, 240V, 3 PH",1.0000,0.000000,E1.4
272,R000259,"Variador AF – 60 LP 2 HP, 240V, 3 PH",1.0000,0.000000,E1.4
273,R000260,Variador TECO WESTINHOUSE FM100 -203-N1 230 V – 3HP 10.5 AMP,1.0000,0.000000,E1.4
274,R000261,Variador TECO WESTINHOUSE FM50 -203 OC 240 V – 3HP 10.5 AMP,1.0000,0.000000,E1.4
275,R000262,Condensador 440UF 400 VCD,2.0000,0.000000,E1.4
276,R000263,Variador AF – 600 FP 5.5 KW/ 7.5 HP Modelo 6 KFP 23007X9XXXA1,1.0000,0.000000,E1.5
277,R000264,Variador Lenze 30 HP 380/360V PH3,1.0000,0.000000,E1.5
278,R000265,Rieles para portones eléctricos,1.0000,0.000000,E2.0
279,R000266,Resortes para prensas manuales,6.0000,0.000000,E2.1
280,R000267,Resorte a tension Ø20 largo 230,4.0000,0.000000,E2.1
281,R000268,Resorte 1 1/4” x 10” x 0.148”,2.0000,0.000000,E2.1
282,R000269,"Válvula solenoide 1/2” NPT, DC 24 V NO",4.0000,34.990000,E2.2
283,R000270,"Válvula solenoide 1/2” NPT, DC 24 V NC",5.0000,44.100000,E2.2
284,R000271,"Switch de presión Square D, 135 – 1000",3.0000,0.000000,E2.2
285,R000272,Manifold para electroválvulas,2.0000,0.000000,E2.2 - 12
286,R000273,"Electro Válvula 3/2 , 24VDC 1/4 NPT",1.0000,0.000000,E2.2 - 12
287,R000274,"Electro Válvula 3/2 pilotada, 24VDC 1/4 NPT",2.0000,0.000000,E2.2 - 12
288,R000275,"Electro Válvula 3/2, 24VDC 1/8 NPT",0.0000,0.000000,E2.2 - 12
289,R000276,"Electro Válvula 5/2  AC110V 3.4VA, 1/8 NPT",1.0000,0.000000,E2.2 - 12
290,R000277,"Electro Válvula 5/2  DC24V 3.4VA, 1/8 NPT",3.0000,9.095000,E2.2 - 12
291,R000278,"Electro Válvula 5/2, AC 110V 1/4 NPT",3.0000,0.000000,E2.2 - 12
292,R000279,"Electro Válvula 5/2, AC 220V 1/4 NPT",1.0000,0.000000,E2.2 - 12
293,R000280,"Electro Válvula 5/2, DC24V 1/4 NPT",33.0000,9.630000,E2.2 - 12
294,R000281,Válvula 5/2 pilotada 1/4 NPT,1.0000,0.000000,E2.2 - 12
295,R000282,"Electro Válvula 0.0-0.7 Mpa, DC24V con base",2.0000,0.000000,E2.2 - 13
296,R000283,Prensas para cable,8.0000,0.000000,E2.2 - 13
297,R000284,Presostato,1.0000,0.000000,E2.2 - 13
298,R000285,Presostato PEV-1/4-B FESTO 1 – 12 BAR,1.0000,0.000000,E2.2 - 13
299,R000286,Presostato QPM11-NO  0.1 – 1.0 Mpa,2.0000,0.000000,E2.2 - 13
300,R000287,Presostatos de 180 – 3000 PSI,1.0000,0.000000,E2.2 - 13
301,R000288,Repuestos usados de electroválvulas,0.0000,0.000000,E2.2 - 15
302,R000289,"Electro Válvula 0.15-0.8 MPA. Modelo 4v220-08, 5/2 doble piloteada",1.0000,0.000000,E2.2 - 15
303,R000290,"Electro Válvula 120 PSI Modelo 35A-ACA-DDAA-1BA, 24 v, 3/2",2.0000,0.000000,E2.2 - 15
304,R000291,"Electro Válvula 2.5-10 BAR Modelo 420-G-03, 3/2",2.0000,0.000000,E2.2 - 15
305,R000292,"Electro Válvula 21-115 PSI Modelo 4v220- 1/4, 5/2 doble piloteada",0.0000,0.000000,E2.2 - 15
306,R000293,"Regulador de presión de 1/2”, MODEL RE-04, 3/2",2.0000,0.000000,E2.2 - 15
307,R000294,"Switch de presión PK506, 0.5 – 6 Kgd/cm2",1.0000,0.000000,E2.2 - 15
