id;numero_ot;codigo_actividad;Prioridad;frecuencia_new;dia_semana;semana_mes;mes;dia_mes;actividad;duracion;observaciones;fecha_creacion;;;
209;38;AS209;Alta;Anual;5;4;8;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
210;38;AS210;Alta;Anual;1;2;3;0;Limpieza los mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
211;38;AS211;Alta;Anual;3;4;12;0;Revisión de motor ;30;Electricista;2026-01-13 12:11:23;;;
212;171;AS212;Alta;Diaria;0;0;0;0;Limpieza de residuos ;5;Operador;2026-01-13 12:11:23;;;
213;212;AS213;Alta;Semestral;5;1;4;0;Comprobación de sistema de lubricación ;30;Mecánico;2026-01-13 12:11:23;;;
214;212;AS214;Alta;Mensual;2;3;0;0;Comprobación y verificación de fajas ;10;Mecánico;2026-01-13 12:11:23;;;
215;212;AS215;Alta;Semanal;2;0;0;0;Verificación de cojines, rodillos, tensores y sprocket ;5;Mecánico;2026-01-13 12:11:23;;;
216;44;AS216;Alta;Anual;3;4;12;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
217;44;AS217;Alta;Anual;2;2;3;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
218;44;AS218;Alta;Anual;4;2;12;0;Limpieza los mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
219;44;AS219;Alta;Anual;3;1;7;0;Revisión de motor ;30;Electricista;2026-01-13 12:11:23;;;
220;172;AS220;Alta;Semanal;2;0;0;0;Comprobación de las uniones roscadas de las piezas de cambio ;20;Operador;2026-01-13 12:11:23;;;
221;172;AS221;Alta;Diaria;0;0;0;0;Limpieza de los carriles de guía ;2;Operador;2026-01-13 12:11:23;;;
222;172;AS222;Alta;Diaria;0;0;0;0;Limpieza de residuos en toda la maquina ;2;Operador;2026-01-13 12:11:23;;;
223;172;AS223;Alta;Diaria;0;0;0;0;Limpieza del sistema de rizado ;2;Operador;2026-01-13 12:11:23;;;
224;213;AS224;Alta;Mensual;6;3;0;0;Comprobación y verificación de fajas ;20;Mecánico;2026-01-13 12:11:23;;;
225;213;AS225;Alta;Mensual;4;4;0;0;Engrase del rodamiento del disco de rizado ;20;Mecánico;2026-01-13 12:11:23;;;
226;213;AS226;Alta;Semanal;5;0;0;0;Verificación de cojines, rodillos, tensores y sprocket ;20;Mecánico;2026-01-13 12:11:23;;;
227;58;AS227;Alta;Anual;4;4;7;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
228;58;AS228;Alta;Anual;3;2;8;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
229;58;AS229;Alta;Anual;1;3;2;0;Limpieza los mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
230;58;AS230;Alta;Anual;2;3;11;0;Revisión de motor ;30;Electricista;2026-01-13 12:11:23;;;
231;173;AS231;Alta;Diaria;0;0;0;0;Limpieza de residuos ;5;Operador;2026-01-13 12:11:23;;;
232;214;AS232;Alta;Mensual;3;2;0;0;Comprobación y verificación de fajas ;10;Mecánico;2026-01-13 12:11:23;;;
233;214;AS233;Alta;Mensual;6;3;0;0;Comprobación y verificación de fajas de transmisión ;10;Mecánico;2026-01-13 12:11:23;;;
234;214;AS234;Alta;Mensual;3;2;0;0;Comprobar la tensión de la cinta transportadora ;10;Mecánico;2026-01-13 12:11:23;;;
235;214;AS235;Alta;Semanal;4;0;0;0;Verificación de cojines, rodillos, tensores y sprocket ;5;Mecánico;2026-01-13 12:11:23;;;
236;130;AS236;Alta;Anual;5;4;4;0;Cambio de filtros de tinta y solvente ;25;Electricista;2026-01-13 12:11:23;;;
237;130;AS237;Alta;Diaria;0;0;0;0;Limpieza de aplicador ;2;Electricista;2026-01-13 12:11:23;;;
238;130;AS238;Alta;Mensual;3;4;0;0;Limpieza de filtro de aire en los ventiladores y comprobar ;10;Electricista;2026-01-13 12:11:23;;;
239;130;AS239;Alta;Quincenal;2;2;0;0;Limpieza de panel, armario y componentes electrónicos ;25;Electricista;2026-01-13 12:11:23;;;
240;130;AS240;Alta;Quincenal;4;2;0;0;Limpieza de pedestal, sensor de señal y ups ;25;Electricista;2026-01-13 12:11:23;;;
241;130;AS241;Alta;Quincenal;6;2;0;0;Limpieza del cabezal de impresión y tubo de inyección tinta ;25;Electricista;2026-01-13 12:11:23;;;
242;130;AS242;Alta;Mensual;6;3;0;0;Revisión de compartimiento eléctrico y/o electrónico limpiar ;10;Electricista;2026-01-13 12:11:23;;;
243;130;AS243;Alta;Mensual;3;3;0;0;Revisión de fugas y posibles daños ;10;Electricista;2026-01-13 12:11:23;;;
244;130;AS244;Alta;Diaria;0;0;0;0;Revisión diaria de impresión ;2;Electricista;2026-01-13 12:11:23;;;
245;130;AS245;Alta;Mensual;4;2;0;0;Revisión interna de compartimiento hidráulico ;10;Electricista;2026-01-13 12:11:23;;;
246;130;AS246;Alta;Diaria;0;0;0;0;Verificar conexión eléctrica este de forma adecuada ;2;Electricista;2026-01-13 12:11:23;;;
247;130;AS247;Alta;Diaria;0;0;0;0;Verificar pedestal de impresión ;2;Electricista;2026-01-13 12:11:23;;;
248;130;AS248;Alta;Diaria;0;0;0;0;Verificar posición de cable eléctrico del equipo ;2;Electricista;2026-01-13 12:11:23;;;
249;130;AS249;Alta;Semanal;6;0;0;0;Verificar posición de tubo de señales de control e inyección ;2;Electricista;2026-01-13 12:11:23;;;
250;131;AS250;Alta;Anual;6;2;6;0;Cambio de filtros de tinta y solvente ;25;Electricista;2026-01-13 12:11:23;;;
251;131;AS251;Alta;Diaria;0;0;0;0;Limpieza de aplicador ;2;Electricista;2026-01-13 12:11:23;;;
252;131;AS252;Alta;Mensual;2;1;0;0;Limpieza de filtro de aire en los ventiladores y comprobar ;10;Electricista;2026-01-13 12:11:23;;;
253;131;AS253;Alta;Quincenal;5;2;0;0;Limpieza de panel, armario y componentes electrónicos ;25;Electricista;2026-01-13 12:11:23;;;
254;131;AS254;Alta;Quincenal;6;2;0;0;Limpieza de pedestal, sensor de señal y ups ;25;Electricista;2026-01-13 12:11:23;;;
255;131;AS255;Alta;Quincenal;4;2;0;0;Limpieza del cabezal de impresión y tubo de inyección tinta ;25;Electricista;2026-01-13 12:11:23;;;
256;131;AS256;Alta;Mensual;3;1;0;0;Revisión de compartimiento eléctrico y/o electrónico limpiar ;10;Electricista;2026-01-13 12:11:23;;;
257;131;AS257;Alta;Mensual;4;3;0;0;Revisión de fugas y posibles daños ;10;Electricista;2026-01-13 12:11:23;;;
258;131;AS258;Alta;Diaria;0;0;0;0;Revisión diaria de impresión ;2;Electricista;2026-01-13 12:11:23;;;
259;131;AS259;Alta;Mensual;5;3;0;0;Revisión interna de compartimiento hidráulico ;10;Electricista;2026-01-13 12:11:23;;;
260;131;AS260;Alta;Diaria;0;0;0;0;Verificar conexión eléctrica este de forma adecuada ;2;Electricista;2026-01-13 12:11:23;;;
261;131;AS261;Alta;Diaria;0;0;0;0;Verificar pedestal de impresión ;2;Electricista;2026-01-13 12:11:23;;;
262;131;AS262;Alta;Diaria;0;0;0;0;Verificar posición de cable eléctrico del equipo ;2;Electricista;2026-01-13 12:11:23;;;
263;131;AS263;Alta;Semanal;6;0;0;0;Verificar posición de tubo de señales de control e inyección ;2;Electricista;2026-01-13 12:11:23;;;
264;132;AS264;Alta;Anual;4;3;6;0;Cambio de filtros de tinta y solvente ;25;Electricista;2026-01-13 12:11:23;;;
265;132;AS265;Alta;Diaria;0;0;0;0;Limpieza de aplicador ;2;Electricista;2026-01-13 12:11:23;;;
266;132;AS266;Alta;Mensual;4;1;0;0;Limpieza de filtro de aire en los ventiladores y comprobar ;10;Electricista;2026-01-13 12:11:23;;;
267;132;AS267;Alta;Quincenal;5;1;0;0;Limpieza de panel, armario y componentes electrónicos ;25;Electricista;2026-01-13 12:11:23;;;
268;132;AS268;Alta;Quincenal;1;1;0;0;Limpieza de pedestal, sensor de señal y ups ;25;Electricista;2026-01-13 12:11:23;;;
269;132;AS269;Alta;Quincenal;4;1;0;0;Limpieza del cabezal de impresión y tubo de inyección tinta ;25;Electricista;2026-01-13 12:11:23;;;
270;132;AS270;Alta;Mensual;5;1;0;0;Revisión de compartimiento eléctrico y/o electrónico limpiar ;10;Electricista;2026-01-13 12:11:23;;;
271;132;AS271;Alta;Mensual;6;3;0;0;Revisión de fugas y posibles daños ;10;Electricista;2026-01-13 12:11:23;;;
272;132;AS272;Alta;Diaria;0;0;0;0;Revisión diaria de impresión ;2;Electricista;2026-01-13 12:11:23;;;
273;132;AS273;Alta;Mensual;6;1;0;0;Revisión interna de compartimiento hidráulico ;10;Electricista;2026-01-13 12:11:23;;;
274;132;AS274;Alta;Diaria;0;0;0;0;Verificar conexión eléctrica este de forma adecuada ;2;Electricista;2026-01-13 12:11:23;;;
275;132;AS275;Alta;Diaria;0;0;0;0;Verificar pedestal de impresión ;2;Electricista;2026-01-13 12:11:23;;;
276;132;AS276;Alta;Diaria;0;0;0;0;Verificar posición de cable eléctrico del equipo ;2;Electricista;2026-01-13 12:11:23;;;
277;132;AS277;Alta;Semanal;3;0;0;0;Verificar posición de tubo de señales de control e inyección ;2;Electricista;2026-01-13 12:11:23;;;
278;133;AS278;Alta;Anual;5;4;10;0;Cambio de filtros de tinta y solvente ;25;Electricista;2026-01-13 12:11:23;;;
279;133;AS279;Alta;Diaria;0;0;0;0;Limpieza de aplicador ;2;Electricista;2026-01-13 12:11:23;;;
280;133;AS280;Alta;Mensual;3;4;0;0;Limpieza de filtro de aire en los ventiladores y comprobar ;10;Electricista;2026-01-13 12:11:23;;;
281;133;AS281;Alta;Quincenal;2;2;0;0;Limpieza de panel, armario y componentes electrónicos ;25;Electricista;2026-01-13 12:11:23;;;
282;133;AS282;Alta;Quincenal;2;2;0;0;Limpieza de pedestal, sensor de señal y ups ;25;Electricista;2026-01-13 12:11:23;;;
283;133;AS283;Alta;Quincenal;4;1;0;0;Limpieza del cabezal de impresión y tubo de inyección tinta ;25;Electricista;2026-01-13 12:11:23;;;
284;133;AS284;Alta;Mensual;5;4;0;0;Revisión de compartimiento eléctrico y/o electrónico limpiar ;10;Electricista;2026-01-13 12:11:23;;;
285;133;AS285;Alta;Mensual;5;2;0;0;Revisión de fugas y posibles daños ;10;Electricista;2026-01-13 12:11:23;;;
286;133;AS286;Alta;Diaria;0;0;0;0;Revisión diaria de impresión ;2;Electricista;2026-01-13 12:11:23;;;
287;133;AS287;Alta;Mensual;2;2;0;0;Revisión interna de compartimiento hidráulico ;10;Electricista;2026-01-13 12:11:23;;;
288;133;AS288;Alta;Diaria;0;0;0;0;Verificar conexión eléctrica este de forma adecuada ;2;Electricista;2026-01-13 12:11:23;;;
289;133;AS289;Alta;Diaria;0;0;0;0;Verificar pedestal de impresión ;2;Electricista;2026-01-13 12:11:23;;;
290;133;AS290;Alta;Diaria;0;0;0;0;Verificar posición de cable eléctrico del equipo ;2;Electricista;2026-01-13 12:11:23;;;
291;133;AS291;Alta;Semanal;1;0;0;0;Verificar posición de tubo de señales de control e inyección ;2;Electricista;2026-01-13 12:11:23;;;
292;134;AS292;Alta;Anual;2;2;7;0;Cambio de filtros de tinta y solvente ;25;Electricista;2026-01-13 12:11:23;;;
293;134;AS293;Alta;Diaria;0;0;0;0;Limpieza de aplicador ;2;Electricista;2026-01-13 12:11:23;;;
294;134;AS294;Alta;Mensual;1;2;0;0;Limpieza de filtro de aire en los ventiladores y comprobar ;10;Electricista;2026-01-13 12:11:23;;;
295;134;AS295;Alta;Quincenal;3;1;0;0;Limpieza de panel, armario y componentes electrónicos ;25;Electricista;2026-01-13 12:11:23;;;
296;134;AS296;Alta;Quincenal;4;2;0;0;Limpieza de pedestal, sensor de señal y ups ;25;Electricista;2026-01-13 12:11:23;;;
297;134;AS297;Alta;Quincenal;3;2;0;0;Limpieza del cabezal de impresión y tubo de inyección tinta ;25;Electricista;2026-01-13 12:11:23;;;
298;134;AS298;Alta;Mensual;3;4;0;0;Revisión de compartimiento eléctrico y/o electrónico limpiar ;10;Electricista;2026-01-13 12:11:23;;;
299;134;AS299;Alta;Mensual;3;3;0;0;Revisión de fugas y posibles daños ;10;Electricista;2026-01-13 12:11:23;;;
300;134;AS300;Alta;Diaria;0;0;0;0;Revisión diaria de impresión ;2;Electricista;2026-01-13 12:11:23;;;
301;134;AS301;Alta;Mensual;4;4;0;0;Revisión interna de compartimiento hidráulico ;10;Electricista;2026-01-13 12:11:23;;;
302;134;AS302;Alta;Diaria;0;0;0;0;Verificar conexión eléctrica este de forma adecuada ;2;Electricista;2026-01-13 12:11:23;;;
303;134;AS303;Alta;Diaria;0;0;0;0;Verificar pedestal de impresión ;2;Electricista;2026-01-13 12:11:23;;;
304;134;AS304;Alta;Diaria;0;0;0;0;Verificar posición de cable eléctrico del equipo ;2;Electricista;2026-01-13 12:11:23;;;
305;134;AS305;Alta;Semanal;1;0;0;0;Verificar posición de tubo de señales de control e inyección ;2;Electricista;2026-01-13 12:11:23;;;
306;70;AS310;Media;Mensual;2;1;0;0;Comprobación de condiciones de fajas ;5;Mecánico;2026-01-13 12:11:23;;;
307;70;AS314;Alta;Diaria;0;0;0;0;Drenar condensado de tanque ;2;Mecánico;2026-01-13 12:11:23;;;
308;70;AS315;Media;Semanal;5;0;0;0;Limpieza general ;15;Mecánico;2026-01-13 12:11:23;;;
309;70;AS317;Alta;Semanal;4;0;0;0;Verificar nivel de aceite, agregar de ser necesario ;2;Mecánico;2026-01-13 12:11:23;;;
310;71;AS322;Media;Mensual;5;4;0;0;Comprobación de condiciones de fajas ;5;Mecánico;2026-01-13 12:11:23;;;
311;71;AS326;Alta;Diaria;0;0;0;0;Drenar condensado de tanque ;2;Mecánico;2026-01-13 12:11:23;;;
312;71;AS327;Media;Semanal;3;0;0;0;Limpieza general ;15;Mecánico;2026-01-13 12:11:23;;;
313;71;AS329;Alta;Semanal;3;0;0;0;Verificar nivel de aceite, agregar de ser necesario ;2;Mecánico;2026-01-13 12:11:23;;;
314;17;AS330;Alta;Mensual;5;2;0;0;Comprobación de sistema de lubricación ;30;Mecánico;2026-01-13 12:11:23;;;
315;17;AS331;Alta;Semanal;5;0;0;0;Limpieza de cadena de rodillos ;20;Mecánico;2026-01-13 12:11:23;;;
316;17;AS332;Alta;Diaria;0;0;0;0;Limpieza de platos y shocks de cabezales ;5;Operador;2026-01-13 12:11:23;;;
317;17;AS333;Alta;Anual;6;3;8;0;Limpieza de sistema de lubricación ;180;Mecánico;2026-01-13 12:11:23;;;
318;17;AS334;Alta;Semanal;6;0;0;0;Lubricación general ;20;Mecánico;2026-01-13 12:11:23;;;
319;17;AS335;Alta;Trimestral;2;3;1;0;Lubricación y verificación engranajes y cojinetes cabezales ;30;Mecánico;2026-01-13 12:11:23;;;
320;17;AS336;Alta;Semanal;5;0;0;0;Verificación de fugas en el sistema neumático ;20;Mecánico;2026-01-13 12:11:23;;;
321;17;AS337;Alta;Mensual;4;2;0;0;Verificación de sprocket ;30;Mecánico;2026-01-13 12:11:23;;;
322;16;AS338;Alta;Mensual;6;3;0;0;Comprobación de conexiones neumáticas ;60;Mecánico;2026-01-13 12:11:23;;;
323;16;AS339;Alta;Diaria;0;0;0;0;Limpieza de alimentador ;5;Operador;2026-01-13 12:11:23;;;
324;16;AS340;Alta;Diaria;0;0;0;0;Limpieza de platos y shocks ;5;Operador;2026-01-13 12:11:23;;;
325;16;AS341;Alta;Mensual;6;3;0;0;Lubricación de cojinetes y engranaje ;60;Operador;2026-01-13 12:11:23;;;
326;16;AS342;Alta;Semanal;6;0;0;0;Lubricación de shocks ;30;Operador;2026-01-13 12:11:23;;;
327;16;AS343;Media;Diaria;0;0;0;0;Lubricacion de Tornillo de ajuste de altura y volante ;5;Operador;2026-01-13 12:11:23;;;
328;16;AS344;Alta;Semanal;3;0;0;0;Verificación de fugas en el sistema neumático ;10;Mecánico;2026-01-13 12:11:23;;;
329;65;AS345;Alta;Anual;3;4;3;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
330;65;AS346;Alta;Mensual;3;1;0;0;Comprobación de sensores ;30;Electricista;2026-01-13 12:11:23;;;
331;65;AS347;Alta;Anual;2;1;10;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
332;65;AS348;Media;Anual;2;2;11;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
333;65;AS349;Alta;Anual;5;4;3;0;Revisión de motor ;30;Electricista;2026-01-13 12:11:23;;;
334;64;AS350;Alta;Anual;5;1;3;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
335;64;AS351;Alta;Anual;1;1;3;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
336;64;AS352;Media;Anual;1;3;3;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
337;64;AS353;Alta;Anual;1;2;6;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
338;19;AS354;Alta;Mensual;5;4;0;0;Comprobación de conexiones neumáticas ;60;Mecánico;2026-01-13 12:11:23;;;
339;19;AS355;Alta;Diaria;0;0;0;0;Limpieza de alimentador ;5;Operador;2026-01-13 12:11:23;;;
340;19;AS356;Alta;Diaria;0;0;0;0;Limpieza de platos y shocks ;5;Operador;2026-01-13 12:11:23;;;
341;19;AS357;Alta;Mensual;3;4;0;0;Lubricación de cojinetes y engranaje ;60;Operador;2026-01-13 12:11:23;;;
342;19;AS358;Alta;Semanal;5;0;0;0;Lubricación de shocks ;30;Operador;2026-01-13 12:11:23;;;
343;19;AS359;Media;Diaria;0;0;0;0;Lubricacion de Tornillo de ajuste de altura y volante ;5;Operador;2026-01-13 12:11:23;;;
344;19;AS360;Alta;Semanal;2;0;0;0;Verificación de fugas en el sistema neumático ;10;Mecánico;2026-01-13 12:11:23;;;
345;67;AS361;Alta;Anual;6;3;4;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
346;67;AS362;Alta;Mensual;6;4;0;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
347;67;AS363;Media;Mensual;2;3;0;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
348;67;AS364;Alta;Quincenal;4;2;0;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
349;18;AS365;Media;Diaria;0;0;0;0;Limpieza de base de pestañadores ;0;Operador;2026-01-13 12:11:23;;;
350;18;AS366;Alta;Diaria;0;0;0;0;Limpieza de pestañadores ;5;Operador;2026-01-13 12:11:23;;;
351;18;AS367;Alta;Diaria;0;0;0;0;Lubricación de partes móviles ;0;Operador;2026-01-13 12:11:23;;;
352;18;AS368;Alta;Semanal;4;0;0;0;Revision de niveles de aceite hidraulico;60;Mecánico;2026-01-13 12:11:23;;;
353;66;AS369;Alta;Mensual;5;2;0;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
354;66;AS370;Alta;Mensual;6;1;0;0;Limpieza de equipo en la parte interna ;60;Electricista;2026-01-13 12:11:23;;;
355;66;AS371;Alta;Mensual;2;4;0;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
356;66;AS372;Media;Mensual;2;3;0;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
357;66;AS373;Alta;Quincenal;2;1;0;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
358;23;AS374;Alta;Anual;3;3;10;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
359;23;AS375;Alta;Anual;4;3;7;0;Limpieza de mandos electrónicos ;30;Electricista ;2026-01-13 12:11:23;;;
360;23;AS376;Media;Anual;1;1;10;0;Limpieza general de paneles eléctricos ;30;Electricista ;2026-01-13 12:11:23;;;
361;23;AS377;Alta;Anual;5;4;2;0;Revisión de motor ;30;Electricista;2026-01-13 12:11:23;;;
362;166;AS378;Alta;Diaria;0;0;0;0;Limpieza de aplicador de barniz ;5;Operador;2026-01-13 12:11:23;;;
363;174;AS379;Alta;Mensual;2;2;0;0;Limpieza de guías, poleas y rodamientos de cintas transporte ;5;Mecánico ;2026-01-13 12:11:23;;;
364;174;AS380;Alta;Semanal;5;0;0;0;Lubricacion general ;5;Mecánico;2026-01-13 12:11:23;;;
365;174;AS381;Media;Semanal;5;0;0;0;Verificación de fugas en el sistema neumático ;5;Mecánico;2026-01-13 12:11:23;;;
366;24;AS382;Alta;Anual;4;4;2;0;Apretar zonas de transición de corriente atornilladas ;60;Electricista;2026-01-13 12:11:23;;;
367;24;AS383;Alta;Anual;3;3;11;0;Limpieza de mandos electrónicos ;60;Electricista ;2026-01-13 12:11:23;;;
368;24;AS384;Media;Anual;2;3;1;0;Limpieza general de paneles eléctricos ;60;Electricista;2026-01-13 12:11:23;;;
369;24;AS385;Alta;Anual;1;4;5;0;Revisión de motores ;180;Electricista;2026-01-13 12:11:23;;;
370;167;AS386;Alta;Diaria;0;0;0;0;Limpieza de brazo aplicador de polvo ;2;Operador ;2026-01-13 12:11:23;;;
371;175;AS387;Alta;Quincenal;3;1;0;0;Limpieza de filtros de bomba de bacio ;60;Mecánico ;2026-01-13 12:11:23;;;
372;175;AS388;Alta;Mensual;2;3;0;0;Limpieza filtros ;30;Mecánico;2026-01-13 12:11:23;;;
373;175;AS389;Alta;Quincenal;3;1;0;0;Limpieza mangueras y ductos de polvos ;60;Mecánico ;2026-01-13 12:11:23;;;
374;175;AS390;Media;Semanal;3;0;0;0;Verificación de fugas en el sistema neumático ;30;Mecánico;2026-01-13 12:11:23;;;
375;7;AS391;Alta;Mensual;5;1;0;0;Comprobación de conexiones neumáticas ;15;Mecánico;2026-01-13 12:11:23;;;
376;33;AS392;Alta;Anual;6;2;6;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
377;33;AS393;Media;Anual;4;1;6;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
378;7;AS394;Alta;Mensual;2;1;0;0;Lubricación de cojinetes y engranajes ;30;Mecánico;2026-01-13 12:11:23;;;
379;7;AS395;Alta;Semanal;1;0;0;0;Lubricación general ;30;Mecánico;2026-01-13 12:11:23;;;
380;33;AS396;Alta;Anual;2;1;9;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
381;7;AS397;Alta;Semanal;4;0;0;0;Verificación de fugas en el sistema hidráulico ;15;Mecánico;2026-01-13 12:11:23;;;
382;7;AS398;Alta;Semanal;5;0;0;0;Verificación de fugas en el sistema neumático ;15;Mecánico;2026-01-13 12:11:23;;;
383;33;AS399;Alta;Anual;4;1;4;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
384;176;AS400;Alta;Diaria;0;0;0;0;Limpieza de banda transportadora ;5;Mecánico;2026-01-13 12:11:23;;;
385;37;AS401;Alta;Anual;3;4;4;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
386;37;AS402;Media;Anual;1;1;1;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
387;37;AS403;Alta;Anual;1;3;2;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
388;140;AS404;Alta;Anual;5;3;6;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
389;177;AS405;Alta;Mensual;1;1;0;0;Limpieza de boquillas del quemador ;30;Mecánico;2026-01-13 12:11:23;;;
390;177;AS406;Alta;Mensual;2;1;0;0;Limpieza de ventiladores ;30;Mecánico;2026-01-13 12:11:23;;;
391;177;AS407;Alta;Mensual;6;3;0;0;Limpieza y revisión de cintas transportadoras ;30;Mecánico;2026-01-13 12:11:23;;;
392;177;AS408;Alta;Mensual;4;3;0;0;Lubricación de rodos y chumaceras ;90;Mecánico;2026-01-13 12:11:23;;;
393;177;AS409;Alta;Semestral;2;1;3;0;Verificación de cilindro neumático de transporte ;30;Mecánico;2026-01-13 12:11:23;;;
394;177;AS410;Media;Semanal;6;0;0;0;Verificación de fugas en el sistema neumático ;15;Mecánico;2026-01-13 12:11:23;;;
395;40;AS411;Alta;Anual;5;2;9;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
396;40;AS412;Alta;Mensual;3;4;0;0;Comprobación de sensores ;30;Electricista;2026-01-13 12:11:23;;;
397;40;AS413;Alta;Anual;1;3;3;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
398;40;AS414;Media;Anual;6;1;11;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
399;40;AS415;Alta;Anual;1;1;8;0;Revisión de motor ;30;Electricista;2026-01-13 12:11:23;;;
400;40;AS416;Alta;Mensual;1;1;0;0;Verificación de sprocket ;30;Mecánico;2026-01-13 12:11:23;;;
401;69;AS417;Alta;Diaria;0;0;0;0;Limpieza de platos y shocks de cabezales ;5;Operador;2026-01-13 12:11:23;;;
402;178;AS418;Alta;Mensual;4;3;0;0;Comprobación de sistema de lubricación ;30;Mecánico;2026-01-13 12:11:23;;;
403;178;AS419;Alta;Semanal;2;0;0;0;Limpieza de cadena de rodillos ;20;Mecánico;2026-01-13 12:11:23;;;
404;178;AS420;Alta;Anual;1;1;4;0;Limpieza de sistema de lubricación ;180;Mecánico;2026-01-13 12:11:23;;;
405;178;AS421;Alta;Semanal;5;0;0;0;Lubricación general ;20;Mecánico;2026-01-13 12:11:23;;;
406;178;AS422;Alta;Trimestral;4;1;2;0;Lubricación y verificación engranajes y cojinetes cabezales ;30;Mecánico;2026-01-13 12:11:23;;;
407;178;AS423;Alta;Semanal;2;0;0;0;Verificación de fugas en el sistema neumático ;20;Mecánico;2026-01-13 12:11:23;;;
408;46;AS424;Alta;Anual;5;1;7;0;Accionamiento de alambre, variador ;60;Electricista;2026-01-13 12:11:23;;;
409;46;AS425;Alta;Anual;2;3;9;0;Apretar zonas de transición de corriente atornilladas ;90;Electricista;2026-01-13 12:11:23;;;
410;46;AS426;Alta;Anual;3;1;7;0;Limpieza general de paneles eléctricos ;90;Electricista;2026-01-13 12:11:23;;;
411;46;AS427;Alta;Anual;2;1;4;0;Limpieza mandos electrónicos ;90;Electricista;2026-01-13 12:11:23;;;
412;46;AS428;Alta;Anual;1;3;3;0;Revisión de motores ;90;Electricista;2026-01-13 12:11:23;;;
413;46;AS429;Alta;Anual;5;4;3;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
414;46;AS430;Alta;Anual;4;4;5;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
415;46;AS431;Media;Anual;5;1;6;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
416;46;AS432;Alta;Anual;5;1;2;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
417;168;AS433;Alta;Diaria;0;0;0;0;Comprobar y limpiar la ranura del alambre en los cabezales ;2;Operador;2026-01-13 12:11:23;;;
418;168;AS434;Alta;Diaria;0;0;0;0;Limpiar o girar los discos limpiadores de alambre ;2;Operador;2026-01-13 12:11:23;;;
419;168;AS435;Alta;Diaria;0;0;0;0;Limpieza de rodillos del alimentador y formadora de cuerpos;2;Operador;2026-01-13 12:11:23;;;
420;179;AS436;Alta;Anual;5;4;6;0;Accionamiento de alambre, engrase ruedas dentadas ;60;Mecánico;2026-01-13 12:11:23;;;
