id;numero_ot;codigo_actividad;Prioridad;frecuencia_new;dia_semana;semana_mes;mes;dia_mes;actividad;duracion;observaciones;fecha_creacion;;;
421;179;AS437;Alta;Anual;2;2;5;0;Accionamiento Principal ;90;Mecánico;2026-01-13 12:11:23;;;
422;179;AS438;Alta;Mensual;3;3;0;0;Comprobar ajuste y funcionamiento de las poleas de reenvio ;10;Mecánico;2026-01-13 12:11:23;;;
423;179;AS439;Alta;Mensual;1;4;0;0;Comprobar dedos de introducción ;10;Mecánico;2026-01-13 12:11:23;;;
424;179;AS440;Alta;Mensual;5;2;0;0;Comprobar el aislamiento ;90;Mecánico;2026-01-13 12:11:23;;;
425;179;AS441;Alta;Semanal;6;0;0;0;Comprobar el disco en V del freno del alambre ;5;Mecánico;2026-01-13 12:11:23;;;
426;179;AS442;Alta;Semestral;3;2;6;0;Comprobar el filtro de aspiración de bomba de lubricación ;30;Mecánico;2026-01-13 12:11:23;;;
427;179;AS443;Alta;Semanal;5;0;0;0;Comprobar el funcionamiento de los sensores de caudal ;5;Mecánico;2026-01-13 12:11:23;;;
428;179;AS444;Alta;Semanal;3;0;0;0;Comprobar el funcionamiento de los trinquetes de avance ;5;Mecánico;2026-01-13 12:11:23;;;
429;179;AS445;Alta;Semanal;2;0;0;0;Comprobar el funcionamiento de presostatos ;5;Mecánico;2026-01-13 12:11:23;;;
430;179;AS446;Alta;Semanal;6;0;0;0;Comprobar el funcionamiento del termóstato ;5;Mecánico;2026-01-13 12:11:23;;;
431;179;AS447;Alta;Semanal;4;0;0;0;Comprobar el juego de rodillos del alimentador/curvador ;5;Mecánico;2026-01-13 12:11:23;;;
432;179;AS448;Alta;Semanal;3;0;0;0;Comprobar el nivel de aceite en los reductores y variadores ;5;Mecánico;2026-01-13 12:11:23;;;
433;179;AS449;Alta;Mensual;3;1;0;0;Comprobar el nivel del HG en cabezal de roldana pendular ;10;Mecánico;2026-01-13 12:11:23;;;
434;179;AS450;Alta;Mensual;4;2;0;0;Comprobar el tensado de todas las correas y cadenas ;10;Mecánico;2026-01-13 12:11:23;;;
435;179;AS451;Alta;Mensual;4;1;0;0;Comprobar la superficie de los rodillos perfiladores ;10;Mecánico;2026-01-13 12:11:23;;;
436;179;AS452;Alta;Semestral;2;3;3;0;Comprobar las cadenas transportadoras ;30;Mecánico;2026-01-13 12:11:23;;;
437;179;AS453;Alta;Mensual;5;4;0;0;Comprobar las levas de cadena en cuanto al desgaste ;10;Mecánico;2026-01-13 12:11:23;;;
438;179;AS454;Alta;Mensual;1;4;0;0;Comprobar los dientes de las fajas ;10;Mecánico;2026-01-13 12:11:23;;;
439;179;AS455;Alta;Semanal;5;0;0;0;Comprobar marcha y tensión mecánica del freno de alambre ;5;Mecánico;2026-01-13 12:11:23;;;
440;179;AS456;Alta;Mensual;3;3;0;0;Engrase central de las cadenas ;10;Mecánico;2026-01-13 12:11:23;;;
441;179;AS457;Alta;Semestral;5;2;4;0;Limpiar el casquillo esférico del portaventosas ;30;Mecánico;2026-01-13 12:11:23;;;
442;179;AS458;Alta;Semestral;2;4;4;0;Limpieza (cambiar) filtro entrada de agua de refrigeración ;30;Mecánico;2026-01-13 12:11:23;;;
443;179;AS459;Alta;Semanal;2;0;0;0;Limpieza de aplicador de nitrógeno en soldadura ;5;Mecánico;2026-01-13 12:11:23;;;
444;179;AS460;Alta;Semestral;6;3;5;0;Limpieza de condensado ;30;Mecánico;2026-01-13 12:11:23;;;
445;179;AS461;Alta;Mensual;6;2;0;0;Limpieza de guías de cadena de rodillos ;10;Mecánico;2026-01-13 12:11:23;;;
446;179;AS462;Alta;Semestral;5;2;5;0;Limpieza filtro tubería de vacío y comprobar las tuberías ;30;Mecánico;2026-01-13 12:11:23;;;
447;179;AS463;Alta;Mensual;6;2;0;0;Limpieza los racores de descarga de la válvula de ;20;Mecánico;2026-01-13 12:11:23;;;
448;179;AS464;Alta;Mensual;1;4;0;0;Limpieza y mantenimiento de sensor de soldadura ;30;Mecánico;2026-01-13 12:11:23;;;
449;179;AS465;Alta;Semanal;3;0;0;0;Lubricación de alimentador ;3;Mecánico;2026-01-13 12:11:23;;;
450;179;AS466;Alta;Semestral;3;2;5;0;Lubricación de cojinetes ;60;Mecánico;2026-01-13 12:11:23;;;
451;179;AS467;Alta;Semanal;4;0;0;0;Lubricación de curvador (rodillos de rolado) ;3;Mecánico;2026-01-13 12:11:23;;;
452;179;AS468;Alta;Semanal;3;0;0;0;Lubricación de poleas de reenvió de las cadenas ;3;Mecánico;2026-01-13 12:11:23;;;
453;179;AS469;Alta;Semanal;1;0;0;0;Lubricación de portaventosas y carro de alimentación ;3;Mecánico;2026-01-13 12:11:23;;;
454;179;AS470;Alta;Semanal;5;0;0;0;Lubricación de troceador o cortador de alambre ;3;Mecánico;2026-01-13 12:11:23;;;
455;179;AS471;Alta;Semanal;4;0;0;0;Lubricación puntos de engrase de trinquete de avance ;3;Mecánico;2026-01-13 12:11:23;;;
456;179;AS472;Alta;Trimestral;4;1;2;0;Mantenimiento Bomba de Vacío ;60;Mecánico;2026-01-13 12:11:23;;;
457;179;AS473;Alta;Semestral;6;1;1;0;Revisión de sistema de enfriamiento ;60;Mecánico;2026-01-13 12:11:23;;;
458;179;AS474;Alta;Anual;2;3;9;0;Sustituir el filtro de aspiración de la bomba de lubricación ;90;Mecánico;2026-01-13 12:11:23;;;
459;179;AS475;Alta;Semanal;1;0;0;0;Verificación de fugas en el sistema neumático ;10;Mecánico;2026-01-13 12:11:23;;;
460;179;AS476;Alta;Anual;5;4;6;0;Verificación de Roldana Pendular ;30;Mecánico;2026-01-13 12:11:23;;;
461;179;AS477;Media;Mensual;2;4;0;0;Limpieza de boquilla ;0;Mecánico;2026-01-13 12:11:23;;;
462;55;AS478;Alta;Anual;3;1;3;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
463;55;AS479;Alta;Anual;3;1;2;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
464;55;AS480;Media;Anual;5;3;6;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
465;55;AS481;Alta;Anual;6;1;11;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
466;181;AS482;Alta;Semestral;5;2;4;0;Comprobación de imanes ;30;Mecánico;2026-01-13 12:11:23;;;
467;181;AS483;Alta;Semanal;5;0;0;0;Limpieza de cinta transportadora ;10;Mecánico;2026-01-13 12:11:23;;;
468;181;AS484;Alta;Mensual;5;4;0;0;Limpieza y verificación de guías para traslado de  envase;15;Mecánico;2026-01-13 12:11:23;;;
469;181;AS485;Alta;Mensual;5;4;0;0;Limpieza y verificación de rodillos ;10;Mecánico;2026-01-13 12:11:23;;;
470;181;AS486;Alta;Mensual;5;3;0;0;Lubricación de chumaceras y cojinetes ;15;Mecánico;2026-01-13 12:11:23;;;
471;181;AS487;Alta;Trimestral;6;4;2;0;Lubricación de sprocket y cadena de rodillos ;20;Mecánico;2026-01-13 12:11:23;;;
472;62;AS488;Alta;Anual;1;1;5;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
473;62;AS489;Alta;Anual;2;3;2;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
474;62;AS490;Media;Anual;2;1;10;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
475;62;AS491;Alta;Anual;3;1;11;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
476;182;AS492;Alta;Mensual;5;1;0;0;Limpieza de condensador ;30;Mecánico;2026-01-13 12:11:23;;;
477;182;AS493;Alta;Mensual;6;4;0;0;Limpieza de ductos y mangueras ;30;Mecánico;2026-01-13 12:11:23;;;
478;182;AS494;Alta;Mensual;2;1;0;0;Limpieza de filtros ;30;Mecánico;2026-01-13 12:11:23;;;
479;182;AS495;Alta;Mensual;5;4;0;0;Verificación de niveles, temperatura, presión, refrigerante ;15;Mecánico;2026-01-13 12:11:23;;;
480;5;AS496;Alta;Mensual;6;2;0;0;Limpieza de guías, poleas y rodamientos de cintas transporte ;5;Mecánico ;2026-01-13 12:11:23;;;
481;5;AS497;Alta;Semanal;3;0;0;0;Lubricacion general ;5;Mecánico;2026-01-13 12:11:23;;;
482;5;AS498;Media;Semanal;1;0;0;0;Verificación de fugas en el sistema neumático ;5;Mecánico;2026-01-13 12:11:23;;;
483;22;AS499;Alta;Anual;3;1;8;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
484;22;AS500;Alta;Anual;3;4;12;0;Limpieza de mandos electrónicos ;30;Electricista ;2026-01-13 12:11:23;;;
485;22;AS501;Media;Anual;2;1;7;0;Limpieza general de paneles eléctricos ;30;Electricista ;2026-01-13 12:11:23;;;
486;22;AS502;Alta;Anual;3;1;11;0;Revisión de motor ;30;Electricista;2026-01-13 12:11:23;;;
487;199;AS503;Alta;Diaria;0;0;0;0;Limpieza de aplicador de barniz ;5;Operador;2026-01-13 12:11:23;;;
488;6;AS504;Alta;Mensual;6;2;0;0;Comprobación de conexiones neumáticas ;60;Mecánico;2026-01-13 12:11:23;;;
489;6;AS505;Alta;Semanal;4;0;0;0;Verificación de fugas en el sistema neumático ;10;Mecánico;2026-01-13 12:11:23;;;
490;25;AS506;Alta;Anual;6;4;3;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
491;25;AS507;Alta;Anual;6;2;3;0;Limpieza de mandos electrónicos ;30;Electricista ;2026-01-13 12:11:23;;;
492;25;AS508;Media;Anual;4;3;5;0;Limpieza general de paneles eléctricos ;30;Electricista ;2026-01-13 12:11:23;;;
493;25;AS509;Alta;Anual;4;4;2;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
494;202;AS510;Alta;Diaria;0;0;0;0;Limpieza de alimentador ;5;Operador ;2026-01-13 12:11:23;;;
495;202;AS511;Alta;Diaria;0;0;0;0;Limpieza de platos y shocks ;5;Operador ;2026-01-13 12:11:23;;;
496;202;AS512;Alta;Mensual;6;3;0;0;Lubricación de cojinetes y engranaje ;60;Operador ;2026-01-13 12:11:23;;;
497;202;AS513;Alta;Semanal;5;0;0;0;Lubricación de shocks ;30;Operador ;2026-01-13 12:11:23;;;
498;8;AS514;Alta;Diaria;0;0;0;0;Comprobación de fugas en el sistema neumatico e hidraulico ;5;Mecánico;2026-01-13 12:11:23;;;
499;8;AS515;Media;Semanal;3;0;0;0;Lubrticación de Partes Mobiles ;0;Mecánico;2026-01-13 12:11:23;;;
500;8;AS516;Media;Semanal;4;0;0;0;Verificación de nivel de aceite hidraulico ;5;Mecánico;2026-01-13 12:11:23;;;
501;34;AS517;Alta;Mensual;3;1;0;0;Apretar zonas de transición de corriente atornilladas ;20;Electricista;2026-01-13 12:11:23;;;
502;34;AS518;Media;Mensual;2;2;0;0;Limpieza de mandos eléctricos ;20;Electricista;2026-01-13 12:11:23;;;
503;34;AS519;Media;Mensual;5;2;0;0;Revisión de Motor ;0;Electricista;2026-01-13 12:11:23;;;
504;203;AS520;Alta;Diaria;0;0;0;0;Comprobación y verificación de dados de expansión ;15;Operador;2026-01-13 12:11:23;;;
505;203;AS521;Media;Diaria;0;0;0;0;Limpieza de base de dado de expansora ;10;Operador;2026-01-13 12:11:23;;;
506;203;AS522;Media;Diaria;0;0;0;0;Limpieza de dados de expanción ;10;Operador;2026-01-13 12:11:23;;;
507;9;AS523;Alta;Mensual;5;2;0;0;Limpieza de boquillas del quemador ;30;Mecánico;2026-01-13 12:11:23;;;
508;9;AS524;Alta;Mensual;4;2;0;0;Limpieza de ventiladores ;30;Mecánico;2026-01-13 12:11:23;;;
509;9;AS525;Alta;Mensual;2;1;0;0;Limpieza y revisión de cintas transportadoras ;30;Mecánico;2026-01-13 12:11:23;;;
510;9;AS526;Alta;Mensual;5;3;0;0;Lubricación de rodos y chumaceras ;90;Mecánico;2026-01-13 12:11:23;;;
511;9;AS527;Alta;Semestral;3;3;6;0;Verificación de cilindro neumático de transporte ;30;Mecánico;2026-01-13 12:11:23;;;
512;9;AS528;Media;Semanal;5;0;0;0;Verificación de fugas en el sistema neumático ;15;Mecánico;2026-01-13 12:11:23;;;
513;36;AS529;Alta;Anual;3;4;5;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
514;36;AS530;Alta;Anual;3;4;3;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
515;36;AS531;Media;Anual;5;4;3;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
516;36;AS532;Alta;Anual;3;3;11;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
517;10;AS533;Alta;Semestral;3;3;6;0;Limpieza de equipo en la parte interna ;60;Mecánico;2026-01-13 12:11:23;;;
518;10;AS534;Alta;Anual;2;3;3;0;Limpieza y lubricación de caja reductora ;60;Mecánico;2026-01-13 12:11:23;;;
519;10;AS535;Alta;Semanal;2;0;0;0;Limpieza y lubricación de engranajes y rodamientos ;15;Mecánico;2026-01-13 12:11:23;;;
520;10;AS536;Alta;Mensual;4;4;0;0;Lubricación de sistema de poleas ;20;Mecánico;2026-01-13 12:11:23;;;
521;10;AS537;Alta;Mensual;5;3;0;0;Verificación de fajas ;10;Mecánico;2026-01-13 12:11:23;;;
522;10;AS538;Alta;Semestral;3;3;6;0;Verificación de sellos mecánicos ;60;Mecánico;2026-01-13 12:11:23;;;
523;41;AS539;Alta;Anual;4;4;10;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
524;41;AS540;Alta;Anual;5;3;11;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
525;41;AS541;Media;Anual;2;2;12;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
526;41;AS542;Alta;Anual;4;3;1;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
527;205;AS543;Alta;Diaria;0;0;0;0;Limpieza de pestañadores ;5;Operador;2026-01-13 12:11:23;;;
528;11;AS544;Alta;Anual;6;1;9;0;Accionamiento de alambre, engrase ruedas dentadas ;60;Mecánico;2026-01-13 12:11:23;;;
529;11;AS545;Alta;Anual;1;3;7;0;Accionamiento Principal ;90;Mecánico;2026-01-13 12:11:23;;;
530;11;AS546;Alta;Mensual;4;4;0;0;Comprobar ajuste y funcionamiento de las poleas de reenvio ;10;Mecánico;2026-01-13 12:11:23;;;
531;11;AS547;Alta;Mensual;2;2;0;0;Comprobar dedos de introducción ;10;Mecánico;2026-01-13 12:11:23;;;
532;11;AS548;Alta;Mensual;4;3;0;0;Comprobar el aislamiento ;90;Mecánico;2026-01-13 12:11:23;;;
533;11;AS549;Alta;Semanal;6;0;0;0;Comprobar el disco en V del freno del alambre ;5;Mecánico;2026-01-13 12:11:23;;;
534;11;AS550;Alta;Semestral;1;2;1;0;Comprobar el filtro de aspiración de bomba de lubricación ;30;Mecánico;2026-01-13 12:11:23;;;
535;11;AS551;Alta;Semanal;3;0;0;0;Comprobar el funcionamiento de los sensores de caudal ;5;Mecánico;2026-01-13 12:11:23;;;
536;11;AS552;Alta;Semanal;3;0;0;0;Comprobar el funcionamiento de los trinquetes de avance ;5;Mecánico;2026-01-13 12:11:23;;;
537;11;AS553;Alta;Semanal;6;0;0;0;Comprobar el funcionamiento de presostatos ;5;Mecánico;2026-01-13 12:11:23;;;
538;11;AS554;Alta;Semanal;1;0;0;0;Comprobar el funcionamiento del termóstato ;5;Mecánico;2026-01-13 12:11:23;;;
539;11;AS555;Alta;Semanal;6;0;0;0;Comprobar el juego de rodillos del alimentador/curvador ;5;Mecánico;2026-01-13 12:11:23;;;
540;11;AS556;Alta;Semanal;5;0;0;0;Comprobar el nivel de aceite en los reductores y variadores ;5;Mecánico;2026-01-13 12:11:23;;;
541;11;AS557;Alta;Mensual;6;3;0;0;Comprobar el nivel del HG en cabezal de roldana pendular ;10;Mecánico;2026-01-13 12:11:23;;;
542;11;AS558;Alta;Mensual;4;2;0;0;Comprobar el tensado de todas las correas y cadenas ;10;Mecánico;2026-01-13 12:11:23;;;
543;11;AS559;Alta;Mensual;5;1;0;0;Comprobar la superficie de los rodillos perfiladores ;10;Mecánico;2026-01-13 12:11:23;;;
544;11;AS560;Alta;Semestral;3;4;6;0;Comprobar las cadenas transportadoras ;30;Mecánico;2026-01-13 12:11:23;;;
545;11;AS561;Alta;Mensual;5;1;0;0;Comprobar las levas de cadena en cuanto al desgaste ;10;Mecánico;2026-01-13 12:11:23;;;
546;11;AS562;Alta;Mensual;3;4;0;0;Comprobar los dientes de las fajas ;10;Mecánico;2026-01-13 12:11:23;;;
547;11;AS563;Alta;Semanal;1;0;0;0;Comprobar marcha y tensión mecánica del freno de alambre ;5;Mecánico;2026-01-13 12:11:23;;;
548;11;AS564;Alta;Mensual;3;4;0;0;Engrase central de las cadenas ;10;Mecánico;2026-01-13 12:11:23;;;
549;11;AS565;Alta;Semestral;4;1;1;0;Limpiar el casquillo esférico del portaventosas ;30;Mecánico;2026-01-13 12:11:23;;;
550;11;AS566;Alta;Semestral;2;1;3;0;Limpieza (cambiar) filtro entrada de agua de refrigeración ;30;Mecánico;2026-01-13 12:11:23;;;
551;11;AS567;Alta;Semanal;2;0;0;0;Limpieza de aplicador de nitrógeno en soldadura ;5;Mecánico;2026-01-13 12:11:23;;;
552;11;AS568;Alta;Semestral;6;2;3;0;Limpieza de condensado ;30;Mecánico;2026-01-13 12:11:23;;;
553;11;AS569;Alta;Mensual;2;2;0;0;Limpieza de guías de cadena de rodillos ;10;Mecánico;2026-01-13 12:11:23;;;
554;11;AS570;Alta;Semestral;6;3;1;0;Limpieza filtro tubería de vacío y comprobar las tuberías ;30;Mecánico;2026-01-13 12:11:23;;;
555;11;AS571;Alta;Mensual;1;3;0;0;Limpieza los racores de descarga de la válvula de ;20;Mecánico;2026-01-13 12:11:23;;;
556;11;AS572;Alta;Mensual;6;2;0;0;Limpieza y mantenimiento de sensor de soldadura ;30;Mecánico;2026-01-13 12:11:23;;;
557;11;AS573;Alta;Semanal;4;0;0;0;Lubricación de alimentador ;3;Mecánico;2026-01-13 12:11:23;;;
558;11;AS574;Alta;Semestral;1;2;2;0;Lubricación de cojinetes ;60;Mecánico;2026-01-13 12:11:23;;;
559;11;AS575;Alta;Semanal;3;0;0;0;Lubricación de curvador (rodillos de rolado) ;3;Mecánico;2026-01-13 12:11:23;;;
560;11;AS576;Alta;Semanal;6;0;0;0;Lubricación de poleas de reenvió de las cadenas ;3;Mecánico;2026-01-13 12:11:23;;;
561;11;AS577;Alta;Semanal;5;0;0;0;Lubricación de portaventosas y carro de alimentación ;3;Mecánico;2026-01-13 12:11:23;;;
562;11;AS578;Alta;Semanal;1;0;0;0;Lubricación de troceador o cortador de alambre ;3;Mecánico;2026-01-13 12:11:23;;;
563;11;AS579;Alta;Semanal;3;0;0;0;Lubricación puntos de engrase de trinquete de avance ;3;Mecánico;2026-01-13 12:11:23;;;
564;11;AS580;Alta;Trimestral;4;1;2;0;Mantenimiento Bomba de Vacío ;60;Mecánico;2026-01-13 12:11:23;;;
565;11;AS581;Alta;Semestral;6;1;6;0;Revisión de sistema de enfriamiento ;60;Mecánico;2026-01-13 12:11:23;;;
566;11;AS582;Alta;Anual;3;3;12;0;Sustituir el filtro de aspiración de la bomba de lubricación ;90;Mecánico;2026-01-13 12:11:23;;;
567;11;AS583;Alta;Semanal;5;0;0;0;Verificación de fugas en el sistema neumático ;10;Mecánico;2026-01-13 12:11:23;;;
568;11;AS584;Alta;Anual;6;1;4;0;Verificación de Roldana Pendular ;30;Mecánico;2026-01-13 12:11:23;;;
569;45;AS585;Alta;Anual;5;1;4;0;Accionamiento de alambre, variador ;60;Electricista;2026-01-13 12:11:23;;;
570;45;AS586;Alta;Anual;3;1;2;0;Apretar zonas de transición de corriente atornilladas ;90;Electricista;2026-01-13 12:11:23;;;
571;45;AS587;Alta;Anual;2;3;9;0;Limpieza general de paneles eléctricos ;90;Electricista;2026-01-13 12:11:23;;;
572;45;AS588;Alta;Anual;4;2;2;0;Limpieza mandos electrónicos ;90;Electricista;2026-01-13 12:11:23;;;
573;45;AS589;Alta;Anual;6;1;1;0;Revisión de motores ;90;Electricista;2026-01-13 12:11:23;;;
574;207;AS590;Alta;Diaria;0;0;0;0;Comprobar y limpiar la ranura del alambre en los cabezales ;2;Operador;2026-01-13 12:11:23;;;
575;207;AS591;Alta;Diaria;0;0;0;0;Limpiar o girar los discos limpiadores de alambre ;2;Operador;2026-01-13 12:11:23;;;
576;207;AS592;Alta;Diaria;0;0;0;0;Limpieza de rodillos del alimentador y formadora de cuerpos;2;Operador;2026-01-13 12:11:23;;;
577;12;AS593;Alta;Mensual;4;1;0;0;Comprobación de conexiones neumáticas ;20;Mecánico;2026-01-13 12:11:23;;;
578;12;AS594;Alta;Mensual;2;3;0;0;Comprobación de sistema de enfriamiento ;20;Mecánico;2026-01-13 12:11:23;;;
579;12;AS595;Alta;Mensual;3;2;0;0;Comprobar los dientes de las fajas ;10;Mecánico;2026-01-13 12:11:23;;;
580;12;AS596;Alta;Mensual;5;3;0;0;Lubricación de cilindros superiores de amortiguamiento ;20;Mecánico;2026-01-13 12:11:23;;;
581;12;AS597;Alta;Semanal;6;0;0;0;Lubricación general ;20;Mecánico;2026-01-13 12:11:23;;;
582;12;AS598;Alta;Trimestral;4;2;2;0;Rectificación de Electrodo ;240;Mecánico;2026-01-13 12:11:23;;;
583;12;AS599;Alta;Mensual;2;3;0;0;Revisión de rodillos de cilindros ;10;Mecánico;2026-01-13 12:11:23;;;
584;12;AS600;Alta;Semanal;4;0;0;0;Verificación de fugas en el sistema neumático ;20;Mecánico;2026-01-13 12:11:23;;;
585;47;AS601;Alta;Anual;3;2;9;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
586;47;AS602;Alta;Mensual;6;4;0;0;Comprobación de sensores ;20;Electricista;2026-01-13 12:11:23;;;
587;47;AS603;Alta;Anual;2;2;4;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
588;47;AS604;Media;Anual;6;2;4;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
589;47;AS605;Alta;Anual;6;1;3;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
590;208;AS606;Alta;Diaria;0;0;0;0;Limpieza de electrodos ;5;Operador;2026-01-13 12:11:23;;;
591;208;AS607;Alta;Diaria;0;0;0;0;Limpieza de transportadores ;5;Operador;2026-01-13 12:11:23;;;
592;208;AS608;Alta;Diaria;0;0;0;0;Lubricación de rodillos de levas ;5;Operador;2026-01-13 12:11:23;;;
593;13;AS609;Alta;Semestral;1;4;1;0;Comprobación de imanes ;30;Mecánico;2026-01-13 12:11:23;;;
594;13;AS610;Alta;Semanal;2;0;0;0;Limpieza de cinta transportadora ;10;Mecánico;2026-01-13 12:11:23;;;
595;13;AS611;Alta;Mensual;6;4;0;0;Limpieza y verificación de guías para traslado de  envase;15;Mecánico;2026-01-13 12:11:23;;;
596;13;AS612;Alta;Mensual;4;3;0;0;Limpieza y verificación de rodillos ;10;Mecánico;2026-01-13 12:11:23;;;
597;13;AS613;Alta;Mensual;1;1;0;0;Lubricación de chumaceras y cojinetes ;15;Mecánico;2026-01-13 12:11:23;;;
598;13;AS614;Alta;Trimestral;4;2;3;0;Lubricación de sprocket y cadena de rodillos ;20;Mecánico;2026-01-13 12:11:23;;;
599;56;AS615;Alta;Anual;2;1;8;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
600;56;AS616;Alta;Anual;6;2;1;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
601;56;AS617;Media;Anual;5;1;9;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
602;56;AS618;Alta;Anual;4;1;6;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
603;14;AS619;Alta;Semanal;6;0;0;0;Limpieza y lubricación de engranajes y rodamientos ;20;Mecánico;2026-01-13 12:11:23;;;
604;14;AS620;Alta;Mensual;6;1;0;0;Verificación de cadena de rodillos ;60;Mecánico;2026-01-13 12:11:23;;;
605;59;AS621;Alta;Anual;5;2;3;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
606;59;AS622;Alta;Anual;3;1;4;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
607;59;AS623;Media;Anual;2;1;6;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
608;59;AS624;Alta;Anual;1;2;4;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
609;209;AS625;Alta;Diaria;0;0;0;0;Limpieza de venadores ;5;Operador;2026-01-13 12:11:23;;;
610;21;AS660;Alta;Anual;3;2;1;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
611;75;AS661;Alta;Mensual;2;2;0;0;Limpieza de guías, poleas y rodamientos de cintas transporte ;5;Mecánico ;2026-01-13 12:11:23;;;
612;75;AS662;Alta;Semanal;2;0;0;0;Lubricacion general ;5;Mecánico;2026-01-13 12:11:23;;;
613;75;AS663;Media;Semanal;1;0;0;0;Verificación de fugas en el sistema neumático ;5;Mecánico;2026-01-13 12:11:23;;;
614;122;AS664;Alta;Anual;4;1;4;0;Limpieza de mandos electrónicos ;30;Electricista ;2026-01-13 12:11:23;;;
615;122;AS665;Media;Anual;3;1;5;0;Limpieza general de paneles eléctricos ;30;Electricista ;2026-01-13 12:11:23;;;
616;122;AS666;Alta;Anual;6;3;7;0;Revisión de motor ;30;Electricista;2026-01-13 12:11:23;;;
617;194;AS667;Alta;Diaria;0;0;0;0;Limpieza de aplicador de barniz ;5;Operador;2026-01-13 12:11:23;;;
618;77;AS668;Alta;Quincenal;5;2;0;0;Limpieza de filtros de bomba de bacio ;60;Mecánico ;2026-01-13 12:11:23;;;
619;77;AS669;Alta;Mensual;6;1;0;0;Limpieza filtros ;30;Mecánico;2026-01-13 12:11:23;;;
620;77;AS670;Alta;Quincenal;4;2;0;0;Limpieza mangueras y ductos de polvos ;60;Mecánico ;2026-01-13 12:11:23;;;
621;77;AS671;Media;Semanal;2;0;0;0;Verificación de fugas en el sistema neumático ;30;Mecánico;2026-01-13 12:11:23;;;
622;125;AS672;Alta;Anual;1;1;6;0;Apretar zonas de transición de corriente atornilladas ;60;Electricista;2026-01-13 12:11:23;;;
623;125;AS673;Alta;Anual;4;1;6;0;Limpieza de mandos electrónicos ;60;Electricista ;2026-01-13 12:11:23;;;
624;125;AS674;Media;Anual;3;4;4;0;Limpieza general de paneles eléctricos ;60;Electricista;2026-01-13 12:11:23;;;
625;125;AS675;Alta;Anual;5;2;1;0;Revisión de motores ;180;Electricista;2026-01-13 12:11:23;;;
626;195;AS676;Alta;Diaria;0;0;0;0;Limpieza de brazo aplicador de polvo ;2;Operador ;2026-01-13 12:11:23;;;
627;83;AS677;Alta;Mensual;2;4;0;0;Limpieza de boquillas del quemador ;30;Mecánico;2026-01-13 12:11:23;;;
628;83;AS678;Alta;Mensual;5;4;0;0;Limpieza de ventiladores ;30;Mecánico;2026-01-13 12:11:23;;;
629;83;AS679;Alta;Mensual;6;3;0;0;Limpieza y revisión de cintas transportadoras ;30;Mecánico;2026-01-13 12:11:23;;;
630;83;AS680;Alta;Mensual;2;2;0;0;Lubricación de rodos y chumaceras ;90;Mecánico;2026-01-13 12:11:23;;;
